chr	start	end	wt_120h_CHiC_d9	wt_144h_CHiC_merge_d9	wt_168h_CHiC_d9	wt_48h_CHiC_merge_d9	wt_72h_CHiC_d9	wt_96h_CHiC_merge_d9
chr2	74853000	74854000	0.342641044558235	0.412132737464488	0.362337654547745	0.310901223084669	0.26763256367763	0.447291773404779
chr2	74854000	74855000	0.34876053330603	0.454819343551655	0.422832671972701	0.363570256149667	0.431515685013801	0.463689091971762
chr2	74855000	74856000	0.368950736014359	0.504127861706117	0.482515571542332	0.442763470120213	0.603354423337706	0.490923243328315
chr2	74856000	74857000	0.247520900554336	0.552877088123265	0.51027551705124	0.439017926985278	0.57946265711524	0.468469023198152
chr2	74857000	74858000	0.251982215176947	0.549011517476442	0.464284300950399	0.432527201479058	0.56507629409354	0.440293397499556
chr2	74858000	74859000	0.259439782968892	0.50990228055341	0.41222187613864	0.400305563618097	0.551680655710938	0.417291225452076
chr2	74859000	74860000	0.189031381640714	0.439198799027548	0.305479868430957	0.349170160948525	0.419275971719052	0.340745831578973
chr2	74860000	74861000	0.165706700089808	0.400071541079078	0.241485494865806	0.268458500639584	0.3247592763126	0.264729607879175
chr2	74861000	74862000	0.198780290855689	0.374250220439043	0.201237912388172	0.251433736437583	0.321999826602159	0.185730434312449
chr2	74862000	74863000	0.231949772764318	0.381871728073563	0.190361011430595	0.256440164287724	0.35194008084633	0.187110703543791
chr2	74863000	74864000	0.325026631209857	0.427545300529443	0.272460545928533	0.297579635261039	0.429800938181545	0.215113605957351
chr2	74864000	74865000	0.351715912375171	0.464384211373363	0.300301164022648	0.368375327586028	0.535385431878709	0.27633544538567
chr2	74865000	74866000	0.353172865847975	0.393625488254009	0.38972204539382	0.442408891569153	0.474036070523981	0.339731889636591
chr2	74866000	74867000	0.342644404346014	0.320770250169689	0.400713833838382	0.488213884646702	0.503208022924626	0.355686554566573
chr2	74867000	74868000	0.380697178117343	0.353832492630997	0.474929827244142	0.523205824454552	0.533687460839546	0.404751654562322
chr2	74868000	74869000	0.336698160854657	0.341928583984671	0.463313807233773	0.540132036888756	0.548575984264345	0.411357469486331
chr2	74869000	74870000	0.349702838014118	0.304787696880587	0.429996676245367	0.51026443314936	0.457613145185293	0.376831224545429
chr2	74870000	74871000	0.401307060053727	0.314409326024225	0.372671155701655	0.416757334505878	0.431938777456612	0.324812340029078
chr2	74871000	74872000	0.515420682469694	0.329846556272266	0.36399023323667	0.343400282722399	0.376571241994969	0.32321384662004
chr2	74872000	74873000	0.565365066269016	0.310046678165715	0.344801084776561	0.377027289661842	0.343575104534001	0.324405227044773
chr2	74873000	74874000	0.614702267081002	0.320035758479472	0.28972801311646	0.389620293472502	0.256397048452087	0.355954258770894
chr2	74874000	74875000	0.672147250566187	0.371492776024207	0.281587134287602	0.41992151899987	0.255858975201722	0.427676501434675
chr2	74875000	74876000	0.63645207182184	0.399007453982414	0.324291525800652	0.479369848729833	0.291985432581517	0.446055024396392
chr2	74876000	74877000	0.425667667865128	0.387219342379005	0.241485494865806	0.462628199658476	0.321436420778456	0.426662862105727
chr2	74877000	74878000	0.311958596177792	0.452807964508942	0.245681519421985	0.398652155297843	0.367634320847817	0.45163233536874
chr2	74878000	74879000	0.248612257019944	0.456513971173496	0.237004966938977	0.37005581919537	0.341955969533089	0.404016718154497
chr2	74879000	74880000	0.201223173987328	0.524767641090981	0.384086943841714	0.397742903876435	0.464588485475208	0.400619143645563
chr2	74880000	74881000	0.185314130692066	0.510627535011798	0.321980659821075	0.411661275355394	0.413747535911937	0.415294129997227
chr2	74881000	74882000	0.259439782968892	0.531750581895833	0.442723407253978	0.437134674273231	0.415374763559396	0.466107904868319
chr2	74882000	74883000	0.259439782968892	0.49870691402816	0.442723407253978	0.4626852207399	0.362904974110735	0.504432489836066
chr2	74883000	74884000	0.225833347707255	0.584737500954923	0.447263739304627	0.501436950033944	0.418400757734448	0.553908517231114
chr2	74884000	74885000	0.208842778746227	0.518708035811832	0.34552740880907	0.45527543460392	0.322436913498333	0.508645304242403
chr2	74885000	74886000	0.251107829805993	0.536202206636516	0.402475824776343	0.427323859028985	0.3812494923434	0.4676011010741
chr2	74886000	74887000	0.248809359967952	0.516781725271602	0.28173307734344	0.42445747404803	0.415770007484101	0.39913053259358
chr2	74887000	74888000	0.290409107711241	0.479676380557198	0.268498862602245	0.403211695079548	0.465125548298116	0.376518583736113
chr2	74888000	74889000	0.37571998223989	0.418278919694453	0.342855633836979	0.440140285423158	0.635930364137316	0.395408880319626
chr2	74889000	74890000	0.402924056426648	0.400696808531876	0.291253572898464	0.526763494555446	0.651930648127821	0.401198567829715
chr2	74890000	74891000	0.416023040685443	0.395792506199363	0.241485494865806	0.533362932454892	0.683227878122901	0.465147826835982
chr2	74891000	74892000	0.455384336661898	0.3898356066992	0.402475824776343	0.594628791767093	0.650263353966183	0.566766176956991
chr2	74892000	74893000	0.398818602116874	0.390050811085556	0.496205204472807	0.606299038584201	0.741361089207199	0.534367103418217
chr2	74893000	74894000	0.355557767271404	0.341623922191896	0.482970989731612	0.551649041928745	0.680446826457628	0.508161407043623
chr2	74894000	74895000	0.351866644425866	0.344704739932638	0.502844795986096	0.441239822062093	0.566757263527751	0.53248415936398
chr2	74895000	74896000	0.35164486263031	0.358228467975167	0.552668022802637	0.412416784046794	0.482847648722307	0.487558943150356
chr2	74896000	74897000	0.300460775005582	0.422756414542175	0.531815143223887	0.448649900165168	0.511105852494549	0.458132912192454
chr2	74897000	74898000	0.300853514636387	0.429094303426998	0.419668966805624	0.425395523288932	0.371423309090845	0.450107090628405
chr2	74898000	74899000	0.297561546996974	0.429146803112427	0.397705740927142	0.409034618078492	0.261804016624099	0.439564569932959
chr2	74899000	74900000	0.222376956830479	0.3554202728958	0.391743136115641	0.439189810223146	0.335309075037731	0.385578611484855
chr2	74900000	74901000	0.146615243695258	0.298161501839575	0.373026374182952	0.430171184307458	0.398177878993063	0.372684467891555
chr2	74901000	74902000	0.107230312516962	0.194794521727792	0.232888923851166	0.273471617831994	0.350793461018447	0.29073652976657
chr2	74902000	74903000	0.127972058024215	0.153070985867052	0.230990901528607	0.281028467113969	0.295206312697247	0.256807109409096
chr2	74903000	74904000	0.154598739272428	0.197405213300119	0.347429326146253	0.321121047073031	0.277039380868956	0.273890202450189
chr2	74904000	74905000	0.317137587984367	0.292812895055435	0.388624854950707	0.328220556877465	0.284694456745373	0.294957698640328
chr2	74905000	74906000	0.473961101280854	0.346148906759681	0.467510028170082	0.390953877471681	0.355845718130309	0.362921026344037
chr2	74906000	74907000	0.596126942629241	0.43077858676189	0.532624076619791	0.473086166557037	0.3542144338554	0.38201735167844
chr2	74907000	74908000	0.6238995460167	0.440178472741393	0.556767605994799	0.478358780450561	0.372358268016766	0.373699068347551
chr2	74908000	74909000	0.549594957357421	0.429396426029875	0.46719127767654	0.405145202616573	0.345737476901863	0.305038307730915
chr2	74909000	74910000	0.387056108645482	0.399116714293152	0.427059483262682	0.347154712673492	0.373064560466456	0.296257927062122
chr2	74910000	74911000	0.250852054961211	0.32544004970532	0.409850928910087	0.263021627493166	0.277514136015414	0.21994799091723
chr2	74911000	74912000	0.161279861920006	0.226190494376373	0.370360790587915	0.219887629737666	0.235506149074545	0.200204234947058
chr2	74912000	74913000	0.202077932053132	0.256736778764411	0.354880478523305	0.243055602554486	0.241215492086809	0.267380222487983
chr2	74913000	74914000	0.351134177506135	0.237939364760404	0.306497197904428	0.282555985682403	0.272178730583051	0.327225770209025
chr2	74914000	74915000	0.535658209945473	0.210228086911368	0.331090864423934	0.358995644170774	0.214188698394383	0.321950977697266
chr2	74915000	74916000	0.59300521821461	0.328484540569131	0.330066517248861	0.447109716433241	0.188287675266962	0.369101753062734
chr2	74916000	74917000	0.688043414848865	0.368720888688661	0.347196449313682	0.48482935522457	0.2764159452533	0.436321841540469
chr2	74917000	74918000	0.739572851140856	0.353020929971294	0.329328423596479	0.47681201639964	0.36311492187384	0.453083535108194
chr2	74918000	74919000	0.745731310383697	0.466445155382407	0.420688232365689	0.521520877396921	0.426056870125575	0.48887116822918
chr2	74919000	74920000	0.589839155412079	0.473332791408647	0.393365620173483	0.454840524722883	0.442476739428122	0.450432857768838
chr2	74920000	74921000	0.813174176892162	0.471843580912834	0.301257436502803	0.397775083840629	0.554009189200963	0.460626786437005
chr2	74921000	74922000	0.934201235312354	0.590647195973536	0.343741324835512	0.429432586725975	0.671873431030542	0.473099092122688
chr2	74922000	74923000	0.954378078192538	0.659444324291297	0.362228242298709	0.466427204754242	0.724701627597335	0.48407444893997
chr2	74923000	74924000	1.00835267448561	0.586395790012845	0.266109647766556	0.493664094100498	0.789735547326321	0.494085100974862
chr2	74924000	74925000	1.0776349474838	0.593266675117005	0.250403993255736	0.503344245840848	0.777193484293476	0.536028637610351
chr2	74925000	74926000	0.887068202218377	0.571082617584466	0.287358110848104	0.500603894448995	0.682123827024791	0.533394035514577
chr2	74926000	74927000	0.802526487477014	0.537815001966225	0.341471560724705	0.46224076965071	0.590859124279295	0.545370128298924
chr2	74927000	74928000	0.784399121987152	0.513055169249656	0.321980659821075	0.43006819518614	0.504698237563942	0.516664801399076
chr2	74928000	74929000	0.723667705126191	0.520260176893143	0.298496536878278	0.373718161077094	0.409421787473148	0.479409793480542
chr2	74929000	74930000	0.769167790838301	0.603203111095235	0.325098821611371	0.400763469731748	0.537362213417473	0.513138758988108
chr2	74930000	74931000	0.822331837192137	0.580399514909058	0.317580020856698	0.417341932528781	0.670526890456968	0.554827681526373
chr2	74931000	74932000	0.770833377066229	0.575329050056989	0.331111354122791	0.449775325446322	0.730727128345637	0.562885167765005
chr2	74932000	74933000	0.692289195221915	0.559802251062906	0.412429527969737	0.470542189300737	0.780258640581609	0.540934868581553
chr2	74933000	74934000	0.680268839815993	0.505643969667192	0.474203143680054	0.474983020988672	0.771801501027464	0.559375919896759
chr2	74934000	74935000	0.741007738476828	0.451702227110732	0.406397990844932	0.51129047073985	0.696040616753708	0.576636576310024
chr2	74935000	74936000	0.707186347187609	0.514639382069302	0.439223617473314	0.535987108821292	0.636915135075557	0.500353762018762
chr2	74936000	74937000	0.679841948047932	0.613924788480055	0.373041606984978	0.564978074973481	0.594609888624081	0.498072572410971
chr2	74937000	74938000	0.67925846191899	0.627320248619851	0.378983179465091	0.60950445775113	0.493384921119635	0.57870222294916
chr2	74938000	74939000	0.593288017917153	0.609475351926949	0.391295074432886	0.56312948136438	0.454560043374747	0.502292061102069
chr2	74939000	74940000	0.41785462437114	0.541594668192986	0.453305218501068	0.484479393291644	0.391944992298376	0.399599173870816
chr2	74940000	74941000	0.303533262309205	0.441692467946539	0.438858885283057	0.440691821352578	0.336930071836123	0.381596040779667
chr2	74941000	74942000	0.273664426732506	0.30628844367762	0.406868787534723	0.427637835424177	0.358013058603331	0.356274564402179
chr2	74942000	74943000	0.321437843818164	0.279012502460186	0.340968799566546	0.296348724046317	0.385586534992656	0.253508594297847
chr2	74943000	74944000	0.270970759097968	0.359671341330544	0.46276219273653	0.318436294203143	0.430449460591119	0.394172860874348
chr2	74944000	74945000	0.373284599205488	0.410621610408649	0.562785954801038	0.384298759848077	0.445961054086682	0.472508407513243
chr2	74945000	74946000	0.554786668262186	0.501617422880791	0.791567207604621	0.404714862434745	0.4446738529579	0.562969713975331
chr2	74946000	74947000	0.50465492217417	0.506818417371052	0.770464211111081	0.331619893757712	0.391582862166934	0.563619105881055
chr2	74947000	74948000	0.480184282530631	0.531698572224387	0.874679420827017	0.418971619246903	0.383588485583808	0.66272400274217
chr2	74948000	74949000	0.489146328550624	0.453947617263304	0.699229096883464	0.373917638696018	0.369452194001324	0.576780688571232
chr2	74949000	74950000	0.477079051135829	0.520060865460023	0.71500162009883	0.453282555657255	0.473792589005095	0.656561698980142
chr2	74950000	74951000	0.353336073212311	0.542338963595059	0.487521953121309	0.444233249012488	0.477829530364978	0.631272619037797
chr2	74951000	74952000	0.407691087522544	0.574255050848605	0.611258350760273	0.472603352019947	0.480195149882283	0.645340747202334
chr2	74952000	74953000	0.382176958663338	0.60235424418773	0.583294864346943	0.490151228792309	0.548206188218068	0.590186479301177
chr2	74953000	74954000	0.49555916107036	0.660718897439126	0.642965787841577	0.604129824584408	0.667347870137039	0.579502158177128
chr2	74954000	74955000	0.595835138570151	0.677778830691748	0.479551192972796	0.550509000874171	0.663975837499696	0.575980565313991
chr2	74955000	74956000	0.626292743940144	0.602656623291039	0.500544428405644	0.539769798631357	0.659201737872175	0.496261157564301
chr2	74956000	74957000	0.805012991172716	0.701583981071181	0.501391475856122	0.625612331003982	0.684286663780739	0.548580016948195
chr2	74957000	74958000	0.95496936209295	0.793263935902183	0.623032948288978	0.656095467744136	0.751790158795629	0.685514535592717
chr2	74969000	74970000	1.0110342473315	0.668460959669366	0.892998765568645	0.802554394009892	0.735419969087754	0.804542860124376
chr2	74970000	74971000	0.761448923652108	0.565750392391499	0.695922190694582	0.666039826136906	0.646252803641876	0.572346894093783
chr2	74971000	74972000	0.528134560672925	0.489299070434434	0.501636247885527	0.487922371099441	0.604150421246777	0.411378703101661
chr2	74972000	74973000	0.408650352399583	0.398909305223379	0.458413005119223	0.397093356257906	0.49574749019626	0.275400534011126
chr2	74973000	74974000	0.379449308018881	0.427642049727583	0.60715733970044	0.403055668571821	0.332046916371129	0.360185118080234
chr2	74974000	74975000	0.412714818186858	0.463567365629991	0.488037328827476	0.395811921145969	0.322446594050921	0.386687296192762
chr2	74975000	74976000	0.516145423025933	0.518717483317643	0.522788208507046	0.434747419514791	0.34499043228015	0.43444249809208
chr2	74976000	74977000	0.61740997531668	0.542989947414607	0.546303236486625	0.462342041844661	0.386987131576486	0.446583523905717
chr2	74977000	74978000	0.699507923404036	0.65441917094199	0.611764796732133	0.516580293243195	0.550699092618996	0.572745481643095
chr2	74978000	74979000	0.634725224424592	0.602325953539564	0.418746613760594	0.493989181260163	0.6884986705405	0.576406090559664
chr2	74979000	74980000	0.584296515563938	0.569457709775546	0.456723304951504	0.511822704989598	0.675117309257939	0.622006075471504
chr2	74980000	74981000	0.605482240864613	0.486780202164699	0.538732536671358	0.488741542348914	0.715362121520766	0.615187044437968
chr2	74981000	74982000	0.730218686568571	0.445276052220118	0.570339034208334	0.474658604752604	0.740946481678872	0.656442135898865
chr2	74982000	74983000	0.748301445449539	0.314579131413444	0.46096028643017	0.402348753352042	0.610607826100861	0.511068738009602
chr2	74983000	74984000	0.868786779310668	0.331450238008091	0.461883871103138	0.332125618078042	0.588634814916432	0.505492780224503
chr2	74984000	74985000	0.840596172644223	0.328464814514001	0.507414853553731	0.265987351059191	0.559546529899467	0.446297901558797
chr2	74985000	74986000	0.756222193789051	0.388074649230307	0.529312940962585	0.300087452658835	0.520984353846839	0.445211987943088
chr2	74986000	74987000	0.648105502850368	0.415670994199388	0.519531770760913	0.352658418564748	0.490078015631718	0.441145034822298
chr2	74987000	74988000	0.635697493141059	0.491228429189255	0.773843135837932	0.414318600994157	0.494447025660372	0.553273430122805
chr2	74988000	74989000	0.450896095842343	0.429202096387288	0.670771350330565	0.363781788919932	0.351744084132755	0.417496803934676
chr2	74989000	74990000	0.352688276391601	0.351978337209325	0.619137022518997	0.332854392669268	0.306804304908112	0.374303810057646
chr2	74990000	74991000	0.23473123220995	0.291560381953585	0.498569534650405	0.279511828885175	0.211694568231262	0.341433407652948
chr2	74991000	74992000	0.189430763863397	0.321476977357654	0.49895745238511	0.286104751811282	0.154358721957674	0.361755171738101
chr2	74992000	74993000	0.230239806052334	0.327208629475831	0.2975089303352	0.343882752489837	0.193688349435118	0.37337315440431
chr2	74993000	74994000	0.295778843584667	0.315088572161218	0.401427881213053	0.374521585012302	0.245069644022852	0.444943177097937
chr2	74994000	74995000	0.296502609107305	0.344166960739531	0.348089454257343	0.350056874814427	0.204134047937289	0.428530514433633
chr2	74995000	74996000	0.296502609107305	0.404688219268245	0.368010149662731	0.390492662663011	0.238864581708579	0.439148616924645
chr2	74996000	74997000	0.298044422674663	0.40439863183282	0.349928581093544	0.368302936396045	0.325416890285096	0.470889105103834
chr2	74997000	74998000	0.165320108129195	0.357101836271758	0.293031218885168	0.283941425316078	0.235125020773199	0.424669878820804
chr2	74998000	74999000	0.217349594159225	0.454018334895471	0.211538173762413	0.299007807686576	0.241206392368577	0.462297600732416
chr2	74999000	75000000	0.343211056854633	0.536694929952234	0.271808701937509	0.329872617028001	0.266689172852518	0.555138363237671
chr2	75000000	75001000	0.533168594010509	0.555721463784839	0.278940773915615	0.330813754518979	0.322374884054717	0.580016775075999
chr2	75001000	75002000	0.555942392076197	0.617550936269967	0.246670766227955	0.32706104466536	0.362904974110735	0.562800654233009
chr2	75002000	75003000	0.715907854114011	0.701257220090489	0.415196563279637	0.383760924248117	0.49795755784779	0.668845968576876
chr2	75003000	75004000	0.635819172546915	0.635578946988279	0.393223506965393	0.401187373386216	0.507728043879782	0.616410255225352
chr2	75004000	75005000	0.582369368426424	0.643851119067691	0.412400200182275	0.457392991462906	0.571922583877131	0.576604532053002
chr2	75005000	75006000	0.512566082730286	0.666102449773117	0.408341903249537	0.504164873234217	0.678207348505726	0.614343105195348
chr2	75006000	75007000	0.617502584779031	0.650992097475105	0.428556006848861	0.51892524513183	0.748297649608674	0.64456633022693
chr2	75007000	75008000	0.657762070864493	0.641983101491643	0.396960107282784	0.541667001642255	0.710361851436883	0.571720924257078
chr2	75008000	75009000	0.793796133447991	0.682309991839085	0.482970989731612	0.560291899517913	0.72207122939478	0.613036895924713
chr2	75009000	75010000	0.863078635990287	0.625101189634078	0.584410256583308	0.524785200738342	0.711111300266751	0.653962624596482
chr2	75010000	75011000	0.871503139564072	0.623791951408339	0.798963138729853	0.503261834308645	0.612769184341688	0.684558034804457
chr2	75011000	75012000	0.82794763461908	0.597249156687593	0.934676526028556	0.424932591254154	0.466310340003918	0.61622334733543
chr2	75012000	75013000	0.627722686495805	0.49998574483097	0.918489375975855	0.361681938777661	0.423137423623453	0.559933276954221
chr2	75013000	75014000	0.691681938179607	0.544033930258459	1.00940936853907	0.401454639062423	0.508176632840612	0.558172248583556
chr2	75014000	75015000	0.651477275841476	0.56276044485157	0.898223660092789	0.450850841519192	0.593990953924614	0.508610704801979
chr2	75015000	75016000	0.596917195628069	0.528583651017807	0.827124268752909	0.44822740177526	0.71498435829642	0.435659748431137
chr2	75016000	75017000	0.584366514377837	0.489812436734362	0.704786613461732	0.52065156988995	0.730719566628552	0.461359680512115
chr2	75017000	75018000	0.696455304359191	0.501751111418783	0.643961319642149	0.50454218092983	0.715853149661969	0.4642458417763
chr2	75018000	75019000	0.532837566121231	0.440015578388936	0.549311155868331	0.443952181968526	0.606958569200205	0.448978517452684
chr2	75019000	75020000	0.578658929759518	0.460257687838719	0.785408827716955	0.392632157964392	0.530476383058801	0.517591274095319
chr2	75020000	75021000	0.562059557555352	0.442146569946644	0.683818148891845	0.376114469955271	0.404084118624514	0.565979805937362
