chr	start	end	Del(CBS1-5)_96h_CHiC_d11	Del(CBS1-5)_96h_CHiC_d13	Del(CBS1-5)_96h_CHiC_d9	wt_96h_CHiC_d11	wt_96h_CHiC_d13	wt_96h_CHiC_d9
chr2	74822000	74823000	0.621419237091425	0.259029912944686	0.497052649607216	0.423372017185483	0.287796897678759	0.518629289077294
chr2	74823000	74824000	0.615389475723996	0.32537172265987	0.559393549737514	0.373968038874733	0.339392535201137	0.657455197605917
chr2	74824000	74825000	0.491189358514584	0.396217292530393	0.56725842914723	0.29335943714271	0.321741112697257	0.626890925914072
chr2	74825000	74826000	0.47167220903923	0.374154318697881	0.557958675050947	0.240442502534223	0.245111135003927	0.540040583492466
chr2	74826000	74827000	0.417159095635202	0.358918130455946	0.464913457001673	0.163247034517394	0.278986423259324	0.505597763444961
chr2	74827000	74828000	0.417946948313782	0.42370465179508	0.419700377368604	0.158948841176097	0.260098580565312	0.511239451156041
chr2	74828000	74829000	0.504686469207695	0.545062234800979	0.446271418508165	0.290397882001894	0.18974355187649	0.467562300715024
chr2	74829000	74830000	0.605428867106062	0.696142317691857	0.574907494464653	0.331813595658874	0.275917881944984	0.574987831502357
chr2	74830000	74831000	0.679146163440926	0.672457248545424	0.708462015595747	0.319097278627408	0.322458719555787	0.661399836961903
chr2	74831000	74832000	0.669483583087592	0.68985364282739	0.771450547746801	0.394083974533563	0.304083919295301	0.733627737465279
chr2	74832000	74833000	0.548951115443105	0.595624823130578	0.797476818652583	0.361357188898926	0.285961787507748	0.642349453322766
chr2	74833000	74834000	0.329633195769121	0.435867632215179	0.736963091487618	0.198024620001893	0.302069666810916	0.505611697923092
chr2	74834000	74835000	0.328272126607777	0.29982284467936	0.57140676616909	0.191133004944197	0.229539322777749	0.426891997275241
chr2	74835000	74836000	0.2745080296985	0.355186986858853	0.531099823867855	0.267067033105387	0.216524832722335	0.413547583097935
chr2	74836000	74837000	0.312077702888776	0.347124125073887	0.607019178709674	0.230907717244129	0.217151673054902	0.44323344946419
chr2	74837000	74838000	0.335722923020227	0.304601191236073	0.657779588352915	0.260829462858533	0.275070365945685	0.468392157926313
chr2	74838000	74839000	0.365442176376993	0.388789726785736	0.586274915775141	0.30014828825244	0.238835323800526	0.465194008950391
chr2	74839000	74840000	0.329235405701064	0.43421434971907	0.595286778123542	0.311168922043985	0.208365678110865	0.447056437549241
chr2	74840000	74841000	0.317884731046476	0.446291978716215	0.564256810858179	0.289987508093729	0.181931550674604	0.454661439461106
chr2	74841000	74842000	0.284067813163133	0.448938063408946	0.44991596696261	0.268769401003774	0.145499967865231	0.392068198300289
chr2	74842000	74843000	0.255014195350617	0.518059825889373	0.328208102487149	0.226656714954027	0.0445365330268573	0.330222874160592
chr2	74843000	74844000	0.264173508264426	0.535552691166484	0.40096405518821	0.222674448761609	0.115532711874257	0.327322018827846
chr2	74844000	74845000	0.299004048125846	0.47994319018541	0.542234304539289	0.213134697010683	0.200388366339368	0.460098420662657
chr2	74845000	74846000	0.387292698949523	0.475344774416576	0.521744285809538	0.201143298949857	0.241186626751166	0.429742267189099
chr2	74846000	74847000	0.419051685905184	0.444063390929264	0.535227122118815	0.232266738609148	0.258606903804301	0.462922639642979
chr2	74847000	74848000	0.404859791394855	0.39533883719567	0.579684084092104	0.277042533839346	0.280754808672304	0.531863716902516
chr2	74848000	74849000	0.354513679279003	0.270646149223872	0.595569230263114	0.2731456261608	0.216611513684558	0.561471975615222
chr2	74849000	74850000	0.267428730583939	0.196445866852777	0.572142687380973	0.257604128444319	0.133200223900158	0.448952632937271
chr2	74850000	74851000	0.344561582131592	0.152390756802446	0.613836893015431	0.313549553436809	0.0766686149637186	0.505704500472868
chr2	74851000	74852000	0.393718339478409	0.193546472860136	0.698809915285636	0.328691896080334	0.135323974478766	0.511834911008276
chr2	74852000	74853000	0.430003396121823	0.240871210293176	0.706562680808262	0.286296393492897	0.141169106738922	0.443215698017816
chr2	74853000	74854000	0.441233003047475	0.292347787825553	0.688815482604881	0.246112473894778	0.148783400033283	0.390418248252065
chr2	74854000	74855000	0.476827096569713	0.363072825095969	0.95902097028014	0.316324968318762	0.184842118375615	0.401779142096009
chr2	74855000	74856000	0.315171816957217	0.535360087798689	0.97222054091582	0.322814386599278	0.242650141380834	0.381806921110577
chr2	74856000	74857000	0.24408506000617	0.470260375483036	0.856786344890486	0.336032796037254	0.211637808197223	0.398274402948099
chr2	74857000	74858000	0.207760131996294	0.468879407649847	0.81890060346476	0.336702670656182	0.195161905671309	0.413878827565198
chr2	74858000	74859000	0.195538634600908	0.414551111299618	0.71334827220329	0.331541351829416	0.176511052113089	0.412087478898258
chr2	74859000	74860000	0.159595816602777	0.371141077012596	0.289687457390278	0.24892195176629	0.168850860913428	0.36695855166089
chr2	74860000	74861000	0.239484171545243	0.154735006376751	0.228329132990446	0.180295262907299	0.145991417797952	0.3049956071801
chr2	74861000	74862000	0.340984354835853	0.204058009197536	0.31524297578669	0.104254366333198	0.149421670338668	0.222510112445182
chr2	74862000	74863000	0.389672200671123	0.220483804901651	0.302014267279573	0.0995585794594101	0.154704779458219	0.182402562103712
chr2	74863000	74864000	0.496858110587086	0.298157348762989	0.357794496227734	0.155501547400659	0.218135880704762	0.189525759137261
chr2	74864000	74865000	0.539750591699469	0.301905749670181	0.446796474746862	0.21531756666733	0.27571444600709	0.235171259485331
chr2	74865000	74866000	0.573899797933097	0.316592115821283	0.504712056650771	0.220378385629873	0.257244978814664	0.327759985354205
chr2	74866000	74867000	0.474455901095118	0.275207014061872	0.660369125077197	0.23116924393544	0.229839473223927	0.367741518443298
chr2	74867000	74868000	0.52770184991537	0.199825116189477	0.720413991659003	0.280252262950677	0.270868540614453	0.471965852252798
chr2	74868000	74869000	0.455049195913541	0.117069579631201	0.72041272367469	0.266402079795108	0.267880208618262	0.475513052113627
chr2	74869000	74870000	0.41786378840272	0.0863433043148955	0.639888390178255	0.217417501655681	0.211039310994656	0.422561038033807
chr2	74870000	74871000	0.2993809281101	0.057562202876597	0.534513312998307	0.211021859109334	0.202484996886481	0.31934547251195
chr2	74871000	74872000	0.328944775836341	0.0675759040682631	0.350977534937465	0.203223949119552	0.240725844976749	0.321231715238878
chr2	74872000	74873000	0.287041868104164	0.134903758443769	0.331862003555027	0.207214095554169	0.234557003369635	0.317346799865932
chr2	74873000	74874000	0.319959333902849	0.159235224681202	0.32854824171765	0.279362504857733	0.276410751141806	0.416643298601732
chr2	74874000	74875000	0.363202987078927	0.254821355658898	0.407845553729948	0.354783983549041	0.331516382018775	0.570702082224968
chr2	74875000	74876000	0.446863798954328	0.367201343972669	0.532734093234481	0.443975180140982	0.362113241664963	0.573283988808377
chr2	74876000	74877000	0.381461677255771	0.422698724052082	0.427782403736311	0.449046808235061	0.302784343240145	0.510757602046996
chr2	74877000	74878000	0.392117232404338	0.412260033803883	0.499014665566776	0.459014968933684	0.323538871576406	0.549253959198031
chr2	74878000	74879000	0.356921299343494	0.410459244551162	0.513821100332789	0.346400255786221	0.266586123419126	0.419229854375445
chr2	74879000	74880000	0.375055538662766	0.398066860814504	0.554746804536426	0.381197995274409	0.280514449116421	0.392916222473125
chr2	74880000	74881000	0.413250150360418	0.352326191984793	0.611990246350347	0.32354978795159	0.275389569327941	0.410703093796049
chr2	74881000	74882000	0.540404042779008	0.29682881190538	0.693588945863727	0.315485211541725	0.341082958084509	0.461958965728819
chr2	74882000	74883000	0.539690839856789	0.345050352339601	0.651874226080445	0.4384029763755	0.302460855693948	0.399928485878364
chr2	74883000	74884000	0.551019027551827	0.331008235424137	0.638440413798023	0.463373321188662	0.285984339331089	0.4623838578002
chr2	74884000	74885000	0.49687828729726	0.296888130990448	0.581861495760792	0.36849908715465	0.234463773483394	0.391132473649125
chr2	74885000	74886000	0.430746131681581	0.252559742853906	0.388279083084984	0.40471527051139	0.21159137696121	0.348547145769282
chr2	74886000	74887000	0.426803375327516	0.279555969784403	0.359392721758542	0.443462694346683	0.173840434055524	0.293951857056065
chr2	74887000	74888000	0.429359589341884	0.22078500639128	0.319686974592554	0.303039826872948	0.144183020590545	0.382693772194512
chr2	74888000	74889000	0.493314634682929	0.324593148932323	0.378536206730781	0.330787429524784	0.155669506808515	0.403445142908618
chr2	74889000	74890000	0.516858853849013	0.381617740965265	0.540971502441575	0.32584885667858	0.151481726291247	0.41197875998282
chr2	74890000	74891000	0.521817691667977	0.43719947710405	0.671104560597298	0.238186655209998	0.147424344309247	0.492365572763393
chr2	74891000	74892000	0.590427764021206	0.468752667611358	0.701390371915394	0.234190686819105	0.148318502576476	0.624493983589268
chr2	74892000	74893000	0.575035349465769	0.458339605694366	0.708146525453651	0.207205894363809	0.144183020590545	0.540277285604804
chr2	74893000	74894000	0.635769462092951	0.402935420136179	0.652789596107037	0.191133004944197	0.201856228826763	0.523786934863081
chr2	74894000	74895000	0.691103124127594	0.309128693553899	0.397413541962291	0.178047247265211	0.193086267813913	0.494567166815163
chr2	74895000	74896000	0.79502686879375	0.267036908344504	0.43924613030735	0.177995259593265	0.201504562922884	0.457175146372581
chr2	74896000	74897000	0.702741293779442	0.216836259379802	0.461864483653401	0.148284122988481	0.220893986885321	0.400421080013991
chr2	74897000	74898000	0.639501197036087	0.258217181844182	0.44668668897591	0.173266615169191	0.247140895973405	0.389719873334184
chr2	74898000	74899000	0.487070049014544	0.284399920879187	0.452948336650658	0.179356122821372	0.164956055779331	0.411341591507701
chr2	74899000	74900000	0.448217470775531	0.308917155437737	0.547391275902255	0.192870577716417	0.136522684598626	0.423556101648541
chr2	74900000	74901000	0.332763396317888	0.322341415198257	0.455141904499741	0.211979699918358	0.115698082376316	0.443619817378502
chr2	74901000	74902000	0.250912899359985	0.301223566509571	0.394921861237085	0.199230431455513	0.0674720542957697	0.37555956422761
chr2	74902000	74903000	0.324321632467795	0.230687885000392	0.392035796839536	0.187048075051898	0.0664521324466741	0.327558504774953
chr2	74903000	74904000	0.41389548026555	0.19788189419967	0.434718719083237	0.198685712658366	0.141730985762513	0.316407674344949
chr2	74904000	74905000	0.378282829945306	0.213965449611567	0.447671784109553	0.227058496045501	0.244656503857921	0.316876240106857
chr2	74905000	74906000	0.47745500354447	0.299435672581569	0.396917686455519	0.29170450490687	0.315004733399953	0.351760342969139
chr2	74906000	74907000	0.626267044864312	0.334345611093297	0.417527945115324	0.327541793924339	0.358302545140534	0.385090807327082
chr2	74907000	74908000	0.70201397247886	0.414930900176197	0.418207600512979	0.341730745775625	0.378485470414538	0.423560623680267
chr2	74908000	74909000	0.660538894204049	0.384654417027982	0.364162157803108	0.348338228439235	0.335804886249581	0.350104516840935
chr2	74909000	74910000	0.665259181977221	0.474049555308287	0.427013449069509	0.376841382987049	0.225860753335892	0.287742011864723
chr2	74910000	74911000	0.551074874718613	0.375650577852927	0.419568063963352	0.352137112190714	0.146380932489791	0.219906753899278
chr2	74911000	74912000	0.404816054831687	0.352702693073459	0.375438187865257	0.363022044152357	0.109365956283324	0.19440200060027
chr2	74912000	74913000	0.306277862918009	0.334864425349803	0.559850769635644	0.361718098028192	0.0956635856615628	0.234485433138135
chr2	74913000	74914000	0.488026417139529	0.399432231178295	0.725879526292149	0.350915054857408	0.0958843007068446	0.328107251459096
chr2	74914000	74915000	0.541700572514276	0.262014175717504	0.667925427888905	0.284457728933005	0.154428523832185	0.353582449577024
chr2	74915000	74916000	0.515001967205543	0.237890194253638	0.656887950653703	0.234611547111371	0.173019624708654	0.372488225729067
chr2	74916000	74917000	0.657664978826725	0.293301374495286	0.80074912637964	0.249889468968076	0.224409997410759	0.411090541956157
chr2	74917000	74918000	0.731429125654703	0.291491549723772	0.654450162031435	0.229056644526598	0.205410401462443	0.44778841444416
chr2	74918000	74919000	0.677420548633874	0.247366693101431	0.559583333406222	0.27755650122657	0.230382599833212	0.448531074837812
chr2	74919000	74920000	0.604983212473414	0.237670938716426	0.521156447457927	0.304217956217123	0.19837486729184	0.424374071305007
chr2	74920000	74921000	0.626165285112398	0.310984527538573	0.560079584319495	0.321192175426534	0.230263351606943	0.479126772253006
chr2	74921000	74922000	0.679726906546348	0.323476541642053	0.548550598084794	0.296800716938918	0.224967918892012	0.544118075005349
chr2	74922000	74923000	0.681368469236103	0.296900864498796	0.654212668707652	0.337751228425707	0.242770708733184	0.535969823149965
chr2	74923000	74924000	0.54094621974813	0.322537661494877	0.808527816744598	0.306314492367167	0.207813240139311	0.508394934219968
chr2	74924000	74925000	0.55449211608675	0.358128478124282	0.997265924166362	0.269098295011954	0.22868017714398	0.549808087148413
chr2	74925000	74926000	0.589735365743691	0.38938688599403	1.09227240210712	0.289118720082652	0.299597757324156	0.524782724346065
chr2	74926000	74927000	0.495260065719148	0.425550045689149	1.09375138544312	0.341487574039685	0.324185069567485	0.484540203156917
chr2	74927000	74928000	0.454375059724334	0.468950778915094	1.06070242784074	0.32899513398786	0.38208460812901	0.436946281845443
chr2	74928000	74929000	0.454816268211428	0.475620145290228	0.942555858133622	0.307969015517749	0.434852942362882	0.436982488015214
chr2	74929000	74930000	0.459471049391401	0.565556590465596	0.789516813776148	0.357467399332448	0.471052482042974	0.435597014841942
chr2	74930000	74931000	0.535427028884432	0.634540259009162	0.83767540928291	0.416475896720676	0.371954429793615	0.423461110805589
chr2	74931000	74932000	0.540959606499447	0.576125032975727	0.856731968986019	0.444119295787079	0.355764633550116	0.431190390128357
chr2	74932000	74933000	0.496781223257246	0.507345076440235	0.82432414939999	0.449597434792273	0.303192187671696	0.43995778687462
chr2	74933000	74934000	0.495020469898914	0.499481001698125	0.71693947922431	0.510055423175238	0.219699350666249	0.43057426484481
chr2	74934000	74935000	0.517909022565793	0.520825437511609	0.725888691540187	0.476010782978402	0.152633091059581	0.459552601753733
chr2	74935000	74936000	0.478406648028329	0.407762064476763	0.639865578482247	0.417880855530169	0.175437600830359	0.457153814324943
chr2	74936000	74937000	0.45097296398793	0.465870540925369	0.529465233055076	0.332988064142332	0.133200126242312	0.423907008045501
chr2	74937000	74938000	0.540112405411076	0.460497623012776	0.530017240875897	0.291090148292335	0.130916817245887	0.458884578226971
chr2	74938000	74939000	0.508858124591914	0.413068394562796	0.544755790977986	0.203235382754309	0.139697202476085	0.436711147965316
chr2	74939000	74940000	0.4537558032223	0.287986907676601	0.473663927872719	0.186580534427674	0.128001477804682	0.361017138373582
chr2	74940000	74941000	0.408634493844053	0.286395550377823	0.446786321925718	0.177012682884236	0.109842474468628	0.33987770489294
chr2	74941000	74942000	0.416188131622665	0.212995225580222	0.493362989238253	0.234449766785334	0.110904124204573	0.386248168862083
chr2	74942000	74943000	0.351399475697175	0.260328822510785	0.489966503041348	0.260635915832995	0.125697510397651	0.33737109472403
chr2	74943000	74944000	0.398347979517861	0.428461837149091	0.527404942634099	0.313847634491355	0.141172173528067	0.501419954058834
chr2	74944000	74945000	0.592642525670887	0.492893814175055	0.653545093260642	0.358077215626115	0.202889606069399	0.586499660586656
chr2	74945000	74946000	0.604055435061148	0.573827076368034	0.637949423268779	0.3991406058143	0.259079833598178	0.63901959998816
chr2	74946000	74947000	0.629134763808175	0.603773819898764	0.589600325916981	0.354974880375345	0.309751052030132	0.622712574400748
chr2	74947000	74948000	0.692311194849572	0.628082272783642	0.528594511855841	0.413956162569338	0.314646746454308	0.74886989696955
chr2	74948000	74949000	0.634703865996132	0.462471132586366	0.490762640738006	0.388362588443891	0.29871408698911	0.692596384059188
chr2	74949000	74950000	0.798391664243711	0.618620008671952	0.611826117470018	0.428741046074783	0.306818407891577	0.818454246493802
chr2	74950000	74951000	0.812403292329906	0.57429226637075	0.558895202146436	0.404075454087072	0.2528023733633	0.838681159261468
chr2	74951000	74952000	0.758072043631046	0.571698421947489	0.538039592009457	0.382373486583531	0.228492423210592	0.792419556255341
chr2	74952000	74953000	0.774073344650664	0.647363769119979	0.64320616730404	0.304713167906538	0.224718572971311	0.712212431321548
chr2	74953000	74954000	0.906577943880516	0.727741304795956	0.786831272997847	0.301400276573654	0.254410662156484	0.634210998013614
chr2	74954000	74955000	0.6861150706602	0.657074330374378	0.691596653778505	0.274360044922462	0.218938561308577	0.550601498733207
chr2	74955000	74956000	0.748392147357935	0.661768772544727	0.730968467083306	0.208390065131584	0.195103648920752	0.414149215770046
chr2	74956000	74957000	1.00762323016499	0.833110522724724	1.00765234171598	0.289985989338221	0.229796454997784	0.463612216131321
chr2	74957000	74958000	1.04454413649099	0.755589743877375	1.13937221604374	0.422000233060258	0.259050170306759	0.568149088478019
