chr	start	end	wt_120h_CHiC_d1-d4	wt_144h_CHiC_merge_d1-d4	wt_168h_CHiC_d1-d4	wt_48h_CHiC_merge_d1-d4	wt_72h_CHiC_d1-d4	wt_96h_CHiC_merge_d1-d4
chr2	74811000	74812000	0.860631501139028	0.838838272452794	0.802546608646324	0.645270558326673	0.700312630359466	1.01513518724456
chr2	74812000	74813000	0.80991864433111	0.786020310601566	0.779772313334879	0.612625516246315	0.677518458228606	0.995885079232568
chr2	74813000	74814000	0.780683950851576	0.747292959840678	0.773833291328407	0.587619434595902	0.682043494374828	0.988218217021519
chr2	74814000	74815000	0.711318624151549	0.645677424123208	0.694338557381267	0.530476165402116	0.667459041540098	0.916383885325405
chr2	74815000	74816000	0.622039399105272	0.566284810492916	0.640344461517292	0.485429452200001	0.6236321643106	0.790920254032842
chr2	74816000	74817000	0.720568700340716	0.637802717346377	0.71470867880096	0.540117801334326	0.693794068195167	0.879371983189794
chr2	74817000	74818000	0.975819271487549	0.874210922554503	0.832847860774025	0.70259918686712	0.866765966607905	1.16133813307034
chr2	74818000	74819000	1.04137483394276	0.924973295481313	0.88033391980127	0.75784368554791	0.907825455347024	1.2377521554614
chr2	74819000	74820000	1.03996461657329	0.918345323028459	0.885390024471989	0.761024998658023	0.858084268499387	1.23203691655615
chr2	74820000	74821000	1.09421488937862	1.00215712997874	0.90794327465829	0.812470089031902	0.866982233267419	1.31134112163811
chr2	74821000	74822000	1.04386940557498	1.02759471130629	0.882221757294069	0.802930313630248	0.829346293430957	1.32935642945501
chr2	74822000	74823000	0.993264594056406	0.928309743548674	0.793792412602271	0.73124569057328	0.773365187432852	1.19295519676861
chr2	74823000	74824000	1.01263198826035	0.977499796461873	0.771946114405119	0.733727394437589	0.777980948050832	1.26160224600433
chr2	74824000	74825000	0.943676486807673	0.976270437786564	0.712084307292819	0.667027698465404	0.684612799561048	1.21208669906654
chr2	74825000	74826000	0.827631573459304	0.863155265363042	0.635585394527854	0.569518119347972	0.637239010656957	1.08101731553424
chr2	74826000	74827000	0.832445057544064	0.803123023603589	0.628275613068025	0.522770542504027	0.642297869790964	0.970948998946571
chr2	74827000	74828000	0.756934037140277	0.753744410102334	0.604892348919306	0.506188640696596	0.62196209540208	0.908505271741124
chr2	74828000	74829000	0.811785641550697	0.808479573618311	0.659854175320605	0.551553919232449	0.64560746009946	0.95218848274647
chr2	74829000	74830000	1.01118390085896	0.931776327421041	0.774149645529413	0.644313401106254	0.798874609100986	1.079593506927
chr2	74830000	74831000	1.17332209994652	1.0408291165437	0.850061275234613	0.728460181460048	0.850775459526273	1.19152974042252
chr2	74831000	74832000	1.18930758340319	1.0776937831153	0.8486797422831	0.771738243578835	0.852326707160157	1.2647476567521
chr2	74832000	74833000	1.11963734826564	0.999427016170692	0.855852019311656	0.708567744531967	0.774109129766591	1.16659055559884
chr2	74833000	74834000	1.01788567961315	0.841823991561704	0.776182311380211	0.598226630578962	0.691965754899488	0.93514652032113
chr2	74834000	74835000	0.933117745425055	0.760409767789761	0.677555834105824	0.577483365902861	0.653465880666579	0.864590260354024
chr2	74835000	74836000	0.93752041248701	0.726623258288651	0.750584864048481	0.58388017092314	0.670914012363036	0.859809466134948
chr2	74836000	74837000	0.982792313523822	0.714935114549297	0.796309025169274	0.581019119484233	0.667552457802788	0.844644329701846
chr2	74837000	74838000	1.12603330602975	0.8111501194801	0.824186465852701	0.657309461685694	0.723119145093244	0.955189078428435
chr2	74838000	74839000	1.12092639112765	0.82180059841007	0.809996994087476	0.665745798608378	0.710075661897099	0.979605644324605
chr2	74839000	74840000	1.06253446474904	0.764203195703821	0.813096719488642	0.609455231598199	0.646699658695751	0.908078515668219
chr2	74840000	74841000	1.00274656780543	0.757803009232401	0.739723731359441	0.583292544118036	0.654553021045258	0.901617712118307
chr2	74841000	74842000	0.933073133163023	0.714522709091915	0.673685957284104	0.543064026844967	0.663135260193349	0.867464763275024
chr2	74842000	74843000	0.744235494119751	0.588453753236089	0.620931973964636	0.456210132437651	0.591801200973078	0.734811843812667
chr2	74843000	74844000	0.793691183380488	0.63674577503191	0.615175297810679	0.481467151258417	0.623031274062983	0.792505466152609
chr2	74844000	74845000	0.88392055011721	0.737752878091146	0.704001045805693	0.536171415683308	0.712899517667537	0.897385020220918
chr2	74845000	74846000	0.895270679069787	0.774079689096051	0.75549347166178	0.527633228197172	0.722389344660355	0.901999025462648
chr2	74846000	74847000	0.923985199939512	0.778234292020529	0.733250413854313	0.532080681611104	0.690716834522597	0.892057135358876
chr2	74847000	74848000	0.980254769768876	0.832292023163043	0.774583250555687	0.552221952701074	0.736133526816247	0.981892029538534
chr2	74848000	74849000	0.919787200450203	0.790297665924151	0.82599098844045	0.521267695192298	0.721865258202499	0.939534916403299
chr2	74849000	74850000	0.790589812956218	0.68804760292997	0.788782705883909	0.457481210574787	0.628194691001615	0.823769341470196
chr2	74850000	74851000	0.759205712899413	0.640422003613864	0.741867686963922	0.464650696708047	0.616503593558372	0.785052572124635
chr2	74851000	74852000	0.784549512686648	0.732633212326419	0.854484329698237	0.513127830007226	0.680313556722574	0.848183411733837
chr2	74852000	74853000	0.764584082295374	0.727140746600907	0.826371210799508	0.500240625297196	0.636607548931844	0.798381966059855
chr2	74853000	74854000	0.755788400712286	0.711276526598159	0.756668827336572	0.482553442248848	0.599149373046492	0.757476006058933
chr2	74854000	74855000	0.855095426319363	0.806328335650221	0.833987890103289	0.559092976283457	0.674488364019065	0.886707778287224
chr2	74855000	74856000	0.916280990157434	0.865962698096209	0.805205705557699	0.584633221927137	0.707971476697333	0.966747951387173
chr2	74856000	74857000	0.868626319590283	0.833136314767789	0.795556777972615	0.546190568756663	0.665256030803271	0.92357577559154
chr2	74857000	74858000	0.806795609660835	0.754533645484076	0.74987540063968	0.507776470849271	0.629154495839572	0.859857719638436
chr2	74858000	74859000	0.75102259568447	0.703224587839789	0.69851787525072	0.485632475954767	0.579296663151659	0.808131890993401
chr2	74859000	74860000	0.603783052918506	0.578882826812075	0.526221994940599	0.404269736186401	0.498056843429043	0.666095297407515
chr2	74860000	74861000	0.529621103910338	0.496566925944903	0.504793008298397	0.373982147012831	0.430806297842647	0.551166108428471
chr2	74861000	74862000	0.475389421173749	0.433720118774587	0.431340139766381	0.347706998941985	0.372304739855287	0.508022795440342
chr2	74862000	74863000	0.474666884360578	0.487887814570456	0.453332275935396	0.374426965044416	0.363272831611863	0.536418862155489
chr2	74863000	74864000	0.564594921524051	0.556385701767154	0.508451515926269	0.429579275960176	0.416581838158504	0.624673155339988
chr2	74864000	74865000	0.672478662458402	0.645466263148057	0.613049809496375	0.495517012096704	0.442305022444229	0.73113610200912
chr2	74865000	74866000	0.650301126516325	0.664556439614896	0.643967602369159	0.483998109335812	0.427192972951407	0.779823410387325
chr2	74866000	74867000	0.704522300653239	0.653343686951459	0.621034216428791	0.494612793858488	0.46832936572082	0.802369146694396
chr2	74867000	74868000	0.788964968300792	0.742526315845916	0.678656634663477	0.548333516275354	0.545547329669412	0.924256387187767
chr2	74868000	74869000	0.793694424279707	0.767602222842949	0.730447267870457	0.533406979004024	0.585735448776587	0.933817135817075
chr2	74869000	74870000	0.770427628927193	0.706214003829523	0.69405848477075	0.47347389397602	0.572437575389129	0.837167241528798
chr2	74870000	74871000	0.743702209412607	0.670477681557047	0.679955869520339	0.445763762351074	0.568671282520799	0.760901578320847
chr2	74871000	74872000	0.759501480528418	0.750644028883668	0.669569833965172	0.477155077126026	0.602580383655309	0.804456319984604
chr2	74872000	74873000	0.79071579096827	0.712756571188848	0.692994041583133	0.463641864906542	0.604079137849743	0.757388664755966
chr2	74873000	74874000	0.848563892693254	0.712186952081616	0.681295902995498	0.485789247708238	0.620715224296441	0.773776776056833
chr2	74874000	74875000	0.974058195251942	0.78141007709592	0.723323104404723	0.548645370145678	0.665164692491961	0.853700626761125
chr2	74875000	74876000	1.12054686674284	0.862460351993011	0.771768710569202	0.612548392280731	0.729014245334472	0.968936463721206
chr2	74876000	74877000	1.06191416986925	0.792916314567479	0.741435087067014	0.558847705671767	0.655293965271748	0.87286503222386
chr2	74877000	74878000	1.08163951460668	0.802311777724265	0.72834248850099	0.574889402222642	0.631793357700934	0.923731006740035
chr2	74878000	74879000	0.965544224635833	0.719155892978742	0.67691615222728	0.533075035447575	0.548264901208879	0.833708984823187
chr2	74879000	74880000	0.92513488025269	0.73770363077979	0.699860894995732	0.560120610624645	0.569623727478428	0.903747149505369
chr2	74880000	74881000	0.845326451603907	0.715704044086126	0.641492537869562	0.547251592621084	0.527198320331953	0.867805849986638
chr2	74881000	74882000	0.892637561342816	0.751171040613786	0.728804131935959	0.594124777787537	0.568555062924311	0.948073352302351
chr2	74882000	74883000	0.917254993072362	0.772864335581327	0.731859509075686	0.621292295453699	0.61135369121254	0.932839009325381
chr2	74883000	74884000	1.0080420801191	0.88118206536023	0.823372144799203	0.67442241555831	0.6873246999664	1.02410117973066
chr2	74884000	74885000	0.961096248514897	0.842558376069686	0.756840738492759	0.617313610119762	0.63222839793507	0.912784290278976
chr2	74885000	74886000	0.926252823227707	0.818540484040181	0.766697439633173	0.595285708037405	0.640056545581272	0.882390532948401
chr2	74886000	74887000	0.875155015118265	0.761754023478714	0.710445138815065	0.564672913120079	0.616541040423112	0.822301335061064
chr2	74887000	74888000	0.814210980482612	0.726690712521006	0.686917527705544	0.532077937023453	0.594355089566747	0.799419144728979
chr2	74888000	74889000	0.826949402947118	0.720825243251144	0.66590614427834	0.536356341405752	0.572878025503407	0.818177790887776
chr2	74889000	74890000	0.842060848668505	0.757378270101069	0.677512655763271	0.537433357102112	0.578312752363273	0.836425580943907
chr2	74890000	74891000	0.891183575840391	0.793112781104357	0.733291182601523	0.544307835669521	0.5828162780515	0.86879885643768
chr2	74891000	74892000	0.997406108363294	0.844511606200066	0.811775512488019	0.566137836811853	0.593934244229522	0.931855786486039
chr2	74892000	74893000	0.983501595382554	0.822350391250776	0.834851911301612	0.583796824441311	0.578026547629683	0.902587646101357
chr2	74893000	74894000	0.880186737888897	0.765996135475866	0.791608598762568	0.563974555389952	0.577230322259196	0.866725252466294
chr2	74894000	74895000	0.845943746070123	0.740784021164087	0.780474657052812	0.56871146198002	0.561794503608983	0.8357192629066
chr2	74895000	74896000	0.843148345186277	0.755949081678431	0.711317627686288	0.593565740420508	0.590651585885674	0.8136230010995
chr2	74896000	74897000	0.815158122567813	0.742877989444318	0.677035648120825	0.603182833642303	0.617540114150949	0.787766355571443
chr2	74897000	74898000	0.795011265422187	0.721988534956522	0.657215668151419	0.539862914775964	0.577524832270724	0.758332890333016
chr2	74898000	74899000	0.824541334032284	0.715898112853509	0.659047958166675	0.510050852296845	0.555225917090182	0.714871488553213
chr2	74899000	74900000	0.779857082717124	0.651229665486126	0.607400696269839	0.472325368915413	0.529551067416019	0.676119616184327
chr2	74900000	74901000	0.718479739431179	0.559372351491945	0.576581830718953	0.413001634182189	0.458064175644226	0.622018753272083
chr2	74901000	74902000	0.551715044830058	0.438705494284624	0.444600621260394	0.313449736353297	0.341439630049966	0.491025974338328
chr2	74902000	74903000	0.489422522677396	0.400446971063162	0.359002848615338	0.290859325113875	0.324086140062499	0.441848139273839
chr2	74903000	74904000	0.551319815494163	0.468188330361343	0.415307975811102	0.340349629247618	0.368460674755451	0.507511274220573
chr2	74904000	74905000	0.611277517955355	0.544821830319914	0.463183386978101	0.373328205122082	0.410804585445289	0.575459085368249
chr2	74905000	74906000	0.742681866166227	0.693607514807121	0.534536943412381	0.440689240199491	0.470103255480569	0.647938404834353
chr2	74906000	74907000	0.894386027505788	0.821121863014837	0.641510971521132	0.515860982784869	0.540534913134736	0.729762089033451
chr2	74907000	74908000	0.934535686020978	0.848253723185881	0.666342177847028	0.538796455998221	0.558977329001721	0.742974069535603
chr2	74908000	74909000	0.89834261580977	0.802802565526528	0.595118382434193	0.4857984791395	0.493322503164154	0.661208628963043
chr2	74909000	74910000	0.880100388707481	0.760460945651714	0.616735891146906	0.470844649147323	0.468573585595129	0.630599863315123
chr2	74910000	74911000	0.71166368119375	0.59982744474725	0.53588395560167	0.386838260438642	0.399468608735333	0.536506359049174
chr2	74911000	74912000	0.609617846738433	0.515214966857346	0.46295927636728	0.337912121132861	0.365418562891382	0.502945803436673
chr2	74912000	74913000	0.660004961497028	0.577840157898565	0.502768366634651	0.368808636129791	0.381280451256539	0.56073944788559
chr2	74913000	74914000	0.715065392719732	0.625979698751111	0.561294113988874	0.410724465472249	0.417334289830397	0.647336451211768
chr2	74914000	74915000	0.723558606676131	0.630758617706308	0.540791780837183	0.411980404660821	0.423809502134283	0.642636986903673
chr2	74915000	74916000	0.767221136445236	0.690194884964824	0.590062762652453	0.471037166646586	0.473672238184493	0.716420554859838
chr2	74916000	74917000	0.818840649707031	0.738712071492031	0.637471929512559	0.506762325650279	0.472702745252516	0.764154118547832
chr2	74917000	74918000	0.802121532771495	0.704211467941742	0.625825908160165	0.488112392206565	0.464716452360277	0.75422840156318
chr2	74918000	74919000	0.811778270758064	0.772579838888836	0.700977283565165	0.543085293282488	0.554096698096479	0.799257386413457
chr2	74919000	74920000	0.788352202009833	0.746262020694668	0.670518150359305	0.538956047279398	0.51655170910116	0.775490497710307
chr2	74920000	74921000	0.889989990523808	0.758745625854042	0.689085354053425	0.515660659796943	0.516886746767593	0.771641320084622
chr2	74921000	74922000	1.00339723622865	0.852916875560239	0.788635301717365	0.57220239796236	0.65788659638995	0.83151789585808
chr2	74922000	74923000	1.07471972533561	0.898470943948731	0.860368048058758	0.608576432688663	0.744555444082144	0.889729167479027
chr2	74923000	74924000	1.05455100337617	0.848626378960383	0.753828367214618	0.567954112576166	0.679662275932822	0.893317652385181
chr2	74924000	74925000	1.04442624817119	0.89666893662291	0.754720532690751	0.595901834945164	0.689104369568877	0.932710392695251
chr2	74925000	74926000	1.0335477587573	0.94057564688295	0.798358052165387	0.650746185666086	0.723929617712873	0.969382915303233
chr2	74926000	74927000	1.01809912440729	0.941873387539117	0.801814991888506	0.66319763807124	0.692982452900031	0.986314968525788
chr2	74927000	74928000	0.963000304947693	0.922322977646415	0.746976400940854	0.636280010942614	0.652814860722909	0.934599692725566
chr2	74928000	74929000	0.914826013117218	0.865101638886834	0.739982048493764	0.598487232644559	0.65392077942161	0.838635083577568
chr2	74929000	74930000	0.968017951303734	0.885743681838802	0.822490037242799	0.609194964444816	0.728886193067948	0.88037415500526
chr2	74930000	74931000	0.96908688829684	0.869632855507864	0.790721100629184	0.588549035623343	0.723533848905278	0.885106706479654
chr2	74931000	74932000	0.94450478887402	0.832794149266284	0.777438255933456	0.559219736188418	0.721368317376708	0.857267354952627
chr2	74932000	74933000	0.940378696489908	0.818307442304832	0.810836077605713	0.572236811046115	0.703314949777156	0.855064801065009
chr2	74933000	74934000	0.920226803617846	0.811371091623102	0.797477219816987	0.589198623065124	0.69134327849206	0.880746878538404
chr2	74934000	74935000	0.939936831945739	0.785763921883568	0.725328577643382	0.590239481313483	0.672084729788331	0.870837636276378
chr2	74935000	74936000	0.936216374023166	0.792785916586516	0.760890787261742	0.599382862281557	0.683679562798174	0.881691562921076
chr2	74936000	74937000	0.928017043765271	0.838448784250322	0.829699322161381	0.625968140035153	0.676601863874073	0.934699206199619
chr2	74937000	74938000	0.946801738861084	0.873929738595098	0.860777683638859	0.650430072343542	0.686642447736393	0.969049141774787
chr2	74938000	74939000	0.928612176231091	0.824693304997518	0.82691969339907	0.602417677330938	0.633718773693389	0.876729071569411
chr2	74939000	74940000	0.822823747938312	0.726421102966635	0.771945484920579	0.518716376623177	0.551076910191395	0.750111602593949
chr2	74940000	74941000	0.747159287604747	0.639095993679164	0.69334926179125	0.460528338147347	0.480687772079055	0.635487290447576
chr2	74941000	74942000	0.731763480965092	0.607842324968218	0.637063931574285	0.436001177290233	0.452281472046365	0.571277117906453
chr2	74942000	74943000	0.659412610181845	0.534182523448004	0.556766622308443	0.373110979139205	0.391984300248931	0.482555069073295
chr2	74943000	74944000	0.73013220386503	0.679604833134034	0.664545277517236	0.449879306592863	0.463490855139546	0.615194416027312
chr2	74944000	74945000	0.789241062819333	0.819223937339698	0.782856582663986	0.514330665732936	0.525512244089101	0.732437439371563
chr2	74945000	74946000	0.881940226344613	0.90884077033449	0.843812029519049	0.561372224512807	0.565119330939735	0.804432908031232
chr2	74946000	74947000	0.843456463266516	0.902525578251908	0.832216622488781	0.553571197795031	0.560118582243433	0.807665986883055
chr2	74947000	74948000	0.84932493840429	1.00222813253484	0.908937099346993	0.583899319026821	0.61129809756173	0.889014857775984
chr2	74948000	74949000	0.744835369911531	0.870854376369168	0.812630934049191	0.513776667354003	0.532027751510699	0.765217047635567
chr2	74949000	74950000	0.861023208457318	0.949113685870592	0.89695984193318	0.594984391487451	0.632177680609466	0.825307113716211
chr2	74950000	74951000	0.757520998814711	0.907080256020174	0.874969988650126	0.584732607581561	0.630137465494727	0.819527776583558
chr2	74951000	74952000	0.757983960603958	0.929448975230466	0.868534112801629	0.582245956133078	0.663500954645427	0.82668462710029
chr2	74952000	74953000	0.837344656944184	0.94269567160626	0.875066716147246	0.595820962450985	0.731569839508568	0.848943909280119
chr2	74953000	74954000	0.978689053210263	1.0751051965324	0.994582983705503	0.669501674802811	0.84529243738932	0.960603897521223
chr2	74954000	74955000	0.894882974283545	1.03863256088061	0.998643070199391	0.61634395914819	0.80285872499552	0.950273181300019
chr2	74955000	74956000	0.890301997734788	0.995905129084879	0.967341011683444	0.5706649879177	0.772228436179774	0.894992528303703
chr2	74956000	74957000	1.0402835984493	1.04945308125918	1.08856588721227	0.649523053883701	0.819088560072973	0.982485885059045
chr2	74957000	74958000	1.13782208203593	1.14650633145796	1.1629296221061	0.73177028751967	0.84081500409803	1.0879345342967
chr2	74969000	74970000	1.29207413451007	1.28048264675997	1.29693834669044	0.804781899028088	0.916079177014685	1.19086329313951
chr2	74970000	74971000	1.04198312548907	1.02698920825699	1.04975680894032	0.653900934887732	0.7529317021236	0.943266972307893
chr2	74971000	74972000	0.769217860207048	0.789233831889153	0.784039763706992	0.511430417325457	0.594312043819413	0.696687087290653
chr2	74972000	74973000	0.609682796280318	0.569232620610727	0.588248397789132	0.387760058433766	0.49370873649721	0.509650416214824
chr2	74973000	74974000	0.626365248900169	0.60442941430069	0.556914252038265	0.437604822981347	0.457682132441509	0.527031208607121
chr2	74974000	74975000	0.663071730921549	0.646934181106635	0.594965668589166	0.457636842389789	0.438001171312632	0.552020029683158
chr2	74975000	74976000	0.738003094242264	0.739630398438132	0.64243725196399	0.518509422631343	0.469357293474304	0.652318227102275
chr2	74976000	74977000	0.776607763304681	0.802080293706087	0.686047327749704	0.55000767720744	0.524266084757492	0.687235801056715
chr2	74977000	74978000	0.915471150714569	0.952172536430424	0.816321947454672	0.639402145828279	0.623256640918818	0.801343660812051
chr2	74978000	74979000	0.910448272603297	0.907953731787569	0.821713839570111	0.601941582390638	0.647317098936055	0.763617191229932
chr2	74979000	74980000	0.860953964002306	0.861683300428841	0.772445807303237	0.580035011970556	0.689743752768961	0.733334118115415
chr2	74980000	74981000	0.882210418699143	0.865640642614313	0.75172129470246	0.589935986164856	0.728073254450586	0.727020685130761
chr2	74981000	74982000	0.906929863841555	0.854447869317695	0.737253600688323	0.605687484438175	0.72306171075964	0.746165613028114
chr2	74982000	74983000	0.809828172058324	0.726009360369493	0.613233540056936	0.512403029874841	0.619399712605715	0.631845203398046
chr2	74983000	74984000	0.772919493029515	0.714835861280444	0.564839791828141	0.482913551725121	0.600247181775617	0.636686594785583
chr2	74984000	74985000	0.766010500064375	0.698550303628349	0.596203642887467	0.44896524188522	0.551099217476548	0.600626992205382
chr2	74985000	74986000	0.742755532955279	0.681314741177201	0.660306460606029	0.420794943395825	0.535645274604531	0.565006407142703
chr2	74986000	74987000	0.715782989057867	0.675763066012407	0.701337844951785	0.4060020816682	0.519038260782197	0.55286131269114
chr2	74987000	74988000	0.767995202243377	0.751895657564737	0.788778712462589	0.466614552827964	0.579445404372395	0.638114355301141
chr2	74988000	74989000	0.653281038294638	0.632322450759161	0.684154885861973	0.391574693465552	0.461944709290181	0.504300162646217
chr2	74989000	74990000	0.585350779955496	0.564562011744024	0.546449913490952	0.36738189254789	0.425997306367201	0.453961419817527
chr2	74990000	74991000	0.522136563872459	0.506683975423609	0.452567968502829	0.33430753132215	0.383800200946298	0.405902143420486
chr2	74991000	74992000	0.556057117863276	0.5406996795466	0.458248617021546	0.344086627574908	0.399157201179297	0.449946274022117
chr2	74992000	74993000	0.610583230134429	0.60532697389865	0.531419247360567	0.384709851864843	0.471109361580907	0.492857549409101
chr2	74993000	74994000	0.726295101921815	0.664099377700189	0.606258835584606	0.441706277363206	0.551655808185149	0.572049203726954
chr2	74994000	74995000	0.727415036769985	0.667832104932909	0.611473045497496	0.435243940746448	0.561896846916831	0.602470859535845
chr2	74995000	74996000	0.757559573547549	0.664587866151882	0.641575200122794	0.43031088099552	0.551030101517586	0.62365908498806
chr2	74996000	74997000	0.789745805683547	0.673540137419775	0.669143691974177	0.456004596278785	0.582821156838474	0.644420431756516
chr2	74997000	74998000	0.647107390245394	0.542049114944318	0.525718561229892	0.362855966296953	0.454991981044603	0.539051342811403
chr2	74998000	74999000	0.631708847667579	0.60480921323064	0.527929414493604	0.362491623208729	0.401191649680779	0.559341244699853
chr2	74999000	75000000	0.71132093692833	0.652926757410229	0.600313180774928	0.396658112364138	0.414104126183366	0.599961327653946
chr2	75000000	75001000	0.753005835232051	0.689444081554556	0.603559707441065	0.422133467118677	0.459032861013516	0.609916991678514
chr2	75001000	75002000	0.76009834020805	0.688424558168555	0.588024912271878	0.394501275825262	0.420914262941147	0.582861890456383
chr2	75002000	75003000	0.902274428782788	0.809824903129267	0.702583460483804	0.49371560207114	0.544427488501422	0.688700525082768
chr2	75003000	75004000	0.854624565643084	0.773852791343378	0.696484696566895	0.506605693249763	0.559069334188225	0.665416584185957
chr2	75004000	75005000	0.832646620281506	0.785455983949082	0.746189140998374	0.537901099460941	0.583795420783615	0.715107230970814
chr2	75005000	75006000	0.843071172541334	0.823290469208587	0.788763854351466	0.588984102314303	0.584082837864718	0.784126181796609
chr2	75006000	75007000	0.854962614785444	0.881243517924037	0.830859693065126	0.639335758659971	0.647296874003973	0.834657903061204
chr2	75007000	75008000	0.838655503776399	0.864347200100238	0.803677234220232	0.602539418786718	0.581061929386058	0.805602315291848
chr2	75008000	75009000	0.920180825826606	0.885726732717946	0.848141940567926	0.608143191435259	0.647864753654664	0.854595236578809
chr2	75009000	75010000	0.936695191377722	0.881173881645457	0.827534751350482	0.583549899129068	0.639272572158121	0.808295897082058
chr2	75010000	75011000	0.916024214881193	0.89582605473688	0.830491576093416	0.545455586683757	0.658384690794384	0.785610621827402
chr2	75011000	75012000	0.883254724748812	0.825811643163637	0.822053172861616	0.505227077846272	0.590356625485604	0.731554928909957
chr2	75012000	75013000	0.761128513020473	0.731334526320387	0.737398118765058	0.450648415441976	0.563838008905536	0.669246686261773
chr2	75013000	75014000	0.783855488412468	0.761393685100617	0.790643260316669	0.487941421728493	0.592207508244208	0.695027657254858
chr2	75014000	75015000	0.79721112608078	0.767742030927897	0.822301770804497	0.496688951486125	0.613740728585033	0.706253757891568
chr2	75015000	75016000	0.819854909046891	0.748596426923389	0.832174691011121	0.505994728315934	0.621715186910516	0.707341216608715
chr2	75016000	75017000	0.779693492530294	0.750582144774763	0.775864796596927	0.519172919679302	0.620755559658026	0.724184277378202
chr2	75017000	75018000	0.80877558126314	0.750218496801635	0.795943572402608	0.538955453880104	0.598731919290012	0.711454592234161
chr2	75018000	75019000	0.720737329489228	0.696577820893136	0.732675503531459	0.485920060438734	0.552590533974348	0.650417889917444
chr2	75019000	75020000	0.739971636596342	0.76106898699422	0.732850184992136	0.496750582488863	0.545697338723466	0.672472181555582
