chr	start	end	Del(CBS1-5)_96h_CHiC_d11	Del(CBS1-5)_96h_CHiC_d13	Del(CBS1-5)_96h_CHiC_d9	wt_96h_CHiC_merge_d11	wt_96h_CHiC_merge_d13	wt_96h_CHiC_merge_d9
chr2	74889000	74890000	0.516858853849013	0.381617740965265	0.540971502441575	0.347796517085804	0.16693384535942	0.401198567829715
chr2	74890000	74891000	0.521817691667977	0.43719947710405	0.671104560597298	0.327226544358192	0.169667882817129	0.465147826835982
chr2	74891000	74892000	0.590427764021206	0.468752667611358	0.701390371915394	0.334266310252598	0.177107950414233	0.566766176956991
chr2	74892000	74893000	0.575035349465769	0.458339605694366	0.708146525453651	0.325244575860986	0.181476911706691	0.534367103418217
chr2	74893000	74894000	0.635769462092951	0.402935420136179	0.652789596107037	0.273573243043592	0.211594885101906	0.508161407043623
chr2	74894000	74895000	0.691103124127594	0.309128693553899	0.397413541962291	0.220691316693062	0.216063975434785	0.53248415936398
chr2	74895000	74896000	0.79502686879375	0.267036908344504	0.43924613030735	0.205477843994594	0.239127875080989	0.487558943150356
chr2	74896000	74897000	0.702741293779442	0.216836259379802	0.461864483653401	0.197610187208187	0.257360058425423	0.458132912192454
chr2	74897000	74898000	0.639501197036087	0.258217181844182	0.44668668897591	0.201463308627237	0.253967136719115	0.450107090628405
chr2	74898000	74899000	0.487070049014544	0.284399920879187	0.452948336650658	0.206540561110529	0.214291562711497	0.439564569932959
chr2	74899000	74900000	0.448217470775531	0.308917155437737	0.547391275902255	0.222897056594088	0.220646196473661	0.385578611484855
chr2	74900000	74901000	0.332763396317888	0.322341415198257	0.455141904499741	0.216262085370505	0.204285544730628	0.372684467891555
chr2	74901000	74902000	0.250912899359985	0.301223566509571	0.394921861237085	0.185392353052842	0.153717602136823	0.29073652976657
chr2	74902000	74903000	0.324321632467795	0.230687885000392	0.392035796839536	0.169504764011034	0.140964921758808	0.256807109409096
chr2	74903000	74904000	0.41389548026555	0.19788189419967	0.434718719083237	0.175900401422804	0.176499441058747	0.273890202450189
chr2	74904000	74905000	0.378282829945306	0.213965449611567	0.447671784109553	0.198764868591247	0.212508749230267	0.294957698640328
chr2	74905000	74906000	0.47745500354447	0.299435672581569	0.396917686455519	0.248621784428657	0.273255415181287	0.362921026344037
chr2	74906000	74907000	0.626267044864312	0.334345611093297	0.417527945115324	0.301333972507564	0.319234390920732	0.38201735167844
chr2	74907000	74908000	0.70201397247886	0.414930900176197	0.418207600512979	0.310709239312086	0.327047493671965	0.373699068347551
chr2	74908000	74909000	0.660538894204049	0.384654417027982	0.364162157803108	0.32483867856825	0.29558946913856	0.305038307730915
chr2	74909000	74910000	0.665259181977221	0.474049555308287	0.427013449069509	0.350463831789704	0.253377496627758	0.296257927062122
chr2	74910000	74911000	0.551074874718613	0.375650577852927	0.419568063963352	0.324389600429006	0.186626118315937	0.21994799091723
chr2	74911000	74912000	0.404816054831687	0.352702693073459	0.375438187865257	0.305330523199478	0.152449953360929	0.200204234947058
chr2	74912000	74913000	0.306277862918009	0.334864425349803	0.559850769635644	0.35806228065345	0.158791921958211	0.267380222487983
chr2	74913000	74914000	0.488026417139529	0.399432231178295	0.725879526292149	0.365213756325617	0.159811379849414	0.327225770209025
chr2	74914000	74915000	0.541700572514276	0.262014175717504	0.667925427888905	0.335291401036065	0.182288794544283	0.321950977697266
chr2	74915000	74916000	0.515001967205543	0.237890194253638	0.656887950653703	0.342385603435079	0.189910520971616	0.369101753062734
chr2	74916000	74917000	0.657664978826725	0.293301374495286	0.80074912637964	0.356210246685002	0.222009207917127	0.436321841540469
chr2	74917000	74918000	0.731429125654703	0.291491549723772	0.654450162031435	0.28884270473575	0.215598703172406	0.453083535108194
chr2	74918000	74919000	0.677420548633874	0.247366693101431	0.559583333406222	0.310596087841697	0.235688677374435	0.48887116822918
chr2	74919000	74920000	0.604983212473414	0.237670938716426	0.521156447457927	0.300327061682256	0.222708525786901	0.450432857768838
chr2	74920000	74921000	0.626165285112398	0.310984527538573	0.560079584319495	0.29655672157771	0.23446223240016	0.460626786437005
chr2	74921000	74922000	0.679726906546348	0.323476541642053	0.548550598084794	0.30895347090872	0.253759222219778	0.473099092122688
chr2	74922000	74923000	0.681368469236103	0.296900864498796	0.654212668707652	0.353238068604087	0.265318562602517	0.48407444893997
chr2	74923000	74924000	0.54094621974813	0.322537661494877	0.808527816744598	0.3521988552842	0.257083942750453	0.494085100974862
chr2	74924000	74925000	0.55449211608675	0.358128478124282	0.997265924166362	0.359601106105297	0.262937523862978	0.536028637610351
chr2	74925000	74926000	0.589735365743691	0.38938688599403	1.09227240210712	0.38247972816656	0.323272689409968	0.533394035514577
chr2	74926000	74927000	0.495260065719148	0.425550045689149	1.09375138544312	0.418554660792547	0.338285310194672	0.545370128298924
chr2	74927000	74928000	0.454375059724334	0.468950778915094	1.06070242784074	0.411826261508302	0.371529335433407	0.516664801399076
chr2	74928000	74929000	0.454816268211428	0.475620145290228	0.942555858133622	0.380242161840012	0.39970776895532	0.479409793480542
chr2	74929000	74930000	0.459471049391401	0.565556590465596	0.789516813776148	0.389902054794214	0.441411336967237	0.513138758988108
chr2	74930000	74931000	0.535427028884432	0.634540259009162	0.83767540928291	0.400837489034542	0.38288557596423	0.554827681526373
chr2	74931000	74932000	0.540959606499447	0.576125032975727	0.856731968986019	0.390184671661211	0.358387053276283	0.562885167765005
chr2	74932000	74933000	0.496781223257246	0.507345076440235	0.82432414939999	0.374031119114792	0.318271719747308	0.540934868581553
chr2	74933000	74934000	0.495020469898914	0.499481001698125	0.71693947922431	0.402931035464882	0.270074116032053	0.559375919896759
chr2	74934000	74935000	0.517909022565793	0.520825437511609	0.725888691540187	0.410969489985234	0.222732179413844	0.576636576310024
chr2	74935000	74936000	0.478406648028329	0.407762064476763	0.639865578482247	0.391838446247529	0.226403893991726	0.500353762018762
chr2	74936000	74937000	0.45097296398793	0.465870540925369	0.529465233055076	0.375068882995803	0.215890481621998	0.498072572410971
chr2	74937000	74938000	0.540112405411076	0.460497623012776	0.530017240875897	0.39469742146635	0.226919978207673	0.57870222294916
chr2	74938000	74939000	0.508858124591914	0.413068394562796	0.544755790977986	0.3379901776192	0.221074426600116	0.502292061102069
chr2	74939000	74940000	0.4537558032223	0.287986907676601	0.473663927872719	0.295070011883637	0.19535727575709	0.399599173870816
chr2	74940000	74941000	0.408634493844053	0.286395550377823	0.446786321925718	0.271303381408436	0.178597960474808	0.381596040779667
chr2	74941000	74942000	0.416188131622665	0.212995225580222	0.493362989238253	0.271054745958367	0.179054797246926	0.356274564402179
chr2	74942000	74943000	0.351399475697175	0.260328822510785	0.489966503041348	0.235268577411225	0.171960327130969	0.253508594297847
chr2	74943000	74944000	0.398347979517861	0.428461837149091	0.527404942634099	0.279012844971606	0.182031713937209	0.394172860874348
chr2	74944000	74945000	0.592642525670887	0.492893814175055	0.653545093260642	0.327186643887874	0.23296368451918	0.472508407513243
chr2	74945000	74946000	0.604055435061148	0.573827076368034	0.637949423268779	0.376828877704959	0.283550166539994	0.562969713975331
chr2	74946000	74947000	0.629134763808175	0.603773819898764	0.589600325916981	0.439178926174983	0.3097254313415	0.563619105881055
chr2	74947000	74948000	0.692311194849572	0.628082272783642	0.528594511855841	0.504604856469338	0.325300298884515	0.66272400274217
chr2	74948000	74949000	0.634703865996132	0.462471132586366	0.490762640738006	0.461527770528404	0.315714749364063	0.576780688571232
chr2	74949000	74950000	0.798391664243711	0.618620008671952	0.611826117470018	0.483422750007056	0.31970122121877	0.656561698980142
chr2	74950000	74951000	0.812403292329906	0.57429226637075	0.558895202146436	0.45439533278019	0.288874975089585	0.631272619037797
chr2	74951000	74952000	0.758072043631046	0.571698421947489	0.538039592009457	0.394753721297645	0.275252290806823	0.645340747202334
chr2	74952000	74953000	0.774073344650664	0.647363769119979	0.64320616730404	0.335224691249553	0.281327281524542	0.590186479301177
chr2	74953000	74954000	0.906577943880516	0.727741304795956	0.786831272997847	0.373570294067571	0.314442959771861	0.579502158177128
chr2	74954000	74955000	0.6861150706602	0.657074330374378	0.691596653778505	0.354060519440445	0.277324249252697	0.575980565313991
chr2	74955000	74956000	0.748392147357935	0.661768772544727	0.730968467083306	0.304396571951292	0.255427100129261	0.496261157564301
chr2	74956000	74957000	1.00762323016499	0.833110522724724	1.00765234171598	0.368207104395071	0.259663592648443	0.548580016948195
chr2	74957000	74958000	1.04454413649099	0.755589743877375	1.13937221604374	0.462307333239524	0.271948554549786	0.685514535592717
