chr	start	end	wt_48h_CHiC_CBS1	wt_48h_CHiC_CBS2	wt_48h_CHiC_CBS3	wt_48h_CHiC_CBS4	wt_48h_CHiC_CBS5	wt_48h_CHiC_CBS6
chr2	74855000	74856000	0.758398847093255	0.684292291708336	0.369571923049345	0.400197346833823	0.376818434401588	0.141836465806034
chr2	74856000	74857000	0.636676649608989	0.658322935931914	0.308892728582786	0.112586459462161	0.378330973526624	0.170589817961213
chr2	74857000	74858000	0.615430876359625	0.582757330940862	0.325915993072678	0.0670790716480591	0.324631249822601	0.146648878552938
chr2	74858000	74859000	0.63063763831134	0.488452398350707	0.333369173002975	0.134158143296118	0.283287483925683	0.118316405880423
chr2	74859000	74860000	0.508178128007939	0.409297780118164	0.20782138133338	0.100618607472089	0.259580261073487	0.0939747186882427
chr2	74860000	74861000	0.409510148673218	0.243584660094975	0.239691240517551	0.199289758025363	0.134069681594311	0.0852949089806064
chr2	74861000	74862000	0.480309773681456	0.184008699114136	0.222246115335316	0.280502317941634	0.120685346716717	0.0775235950512623
chr2	74862000	74863000	0.514531895640726	0.205942667176554	0.212235787443566	0.301855822416266	0.15291366270438	0.113726545307475
chr2	74863000	74864000	0.531933952438089	0.313852387798555	0.287794373780787	0.254560747073543	0.18226910347479	0.164039530346681
chr2	74864000	74865000	0.613452478945817	0.447687268637047	0.285590595315877	0.308296082412401	0.274451568511389	0.184513412534831
chr2	74865000	74866000	0.620097147151406	0.421775282969886	0.310055211008855	0.264949687185685	0.235904327400132	0.170589817961213
chr2	74866000	74867000	0.59250378360319	0.480902312853668	0.320481629448584	0.232791684231648	0.229258099834539	0.140037382463787
chr2	74867000	74868000	0.720448209006773	0.529962546836127	0.36300967681729	0.357447170090174	0.271063739022213	0.113726545307475
chr2	74868000	74869000	0.741534354705782	0.483643259640552	0.3365000553881	0.397014120340966	0.260274566685821	0.0755558229071636
chr2	74869000	74870000	0.688266071175082	0.417762634335998	0.311680257930432	0.33869065728718	0.180135006548928	0.0609897142896946
chr2	74870000	74871000	0.573875204425453	0.441194449764658	0.225988195062653	0.336857984614576	0.188848629581098	0.0836624705312168
chr2	74871000	74872000	0.520657265611907	0.375596066365869	0.27217467811226	0.325194393427457	0.230895120534547	0.0960382686771206
chr2	74872000	74873000	0.321496949709236	0.305079784383743	0.243248415284952	0.269313985532063	0.206411932683044	0.13919403231516
chr2	74873000	74874000	0.26856481820931	0.273763090367102	0.226156263346668	0.303626083495153	0.206885018249288	0.157301763042979
chr2	74874000	74875000	0.351997801846703	0.378196840394209	0.317335174589998	0.311263111650169	0.256588409033283	0.247600829050518
chr2	74875000	74876000	0.510381098593322	0.45304466761388	0.379560100099711	0.278526969675403	0.281354019964551	0.353593617283468
chr2	74876000	74877000	0.481351302856346	0.39136932083477	0.330467716885249	0.265689104796357	0.221271835080306	0.364305874720068
chr2	74877000	74878000	0.575664902750402	0.631607739411661	0.448353953951282	0.313098337036386	0.282977539321288	0.316031093553023
chr2	74878000	74879000	0.583974142099991	0.663716259521164	0.414404190976475	0.288233912080405	0.320674200100794	0.315989350727674
chr2	74879000	74880000	0.605511202384488	0.556116830783393	0.369386053740492	0.282712974139343	0.322419799387289	0.270540018148622
chr2	74880000	74881000	0.477427011575145	0.4987389194367	0.32634602221334	0.329036105108214	0.30424877323542	0.188239911376429
chr2	74881000	74882000	0.551786779558539	0.570280947144942	0.447393686788359	0.371562075860204	0.387225711390535	0.146612332566957
chr2	74882000	74883000	0.488219755091814	0.39724456669576	0.356163646370699	0.267563797006441	0.414264136750909	0.198702509649799
chr2	74883000	74884000	0.499957333231989	0.456813741928918	0.382779136582266	0.214908961877166	0.453818321323377	0.189022012252098
chr2	74884000	74885000	0.445688995049784	0.459957180795352	0.345051340603934	0.234776750768207	0.467448704493656	0.188523619336622
chr2	74885000	74886000	0.449116002767833	0.450840813258995	0.352511818596025	0.218570308393288	0.463984739451339	0.156851533741253
chr2	74886000	74887000	0.499171508488868	0.45809534813154	0.252204355688441	0.194823970368006	0.434610474523042	0.193584914008525
chr2	74887000	74888000	0.607608651728245	0.506480060966561	0.360297073601307	0.195722977913147	0.350471903194169	0.222778643636645
chr2	74888000	74889000	0.686251038534964	0.521081256564692	0.611868152501421	0.252172502158273	0.401571429578453	0.206925337471288
chr2	74889000	74890000	0.650446286021031	0.650599388086352	0.583511086976394	0.335811998436867	0.393768394803584	0.192001842213591
chr2	74890000	74891000	0.657007106593842	0.652152166572253	0.572243125688392	0.383990903812034	0.393443621484846	0.184328102181173
chr2	74891000	74892000	0.671310709882154	0.645979650167697	0.56269806720772	0.48678595121711	0.45047686579818	0.232889630894507
chr2	74892000	74893000	0.627051217112218	0.660079743558366	0.468851895149681	0.495063993892459	0.479297478356977	0.203695901266387
chr2	74893000	74894000	0.547885293705585	0.567809999125322	0.222246115335316	0.436013965712384	0.497861628930688	0.284316363268688
chr2	74894000	74895000	0.578937798705979	0.401904851865361	0.342514393587425	0.402057789691783	0.42854238556508	0.234472702689441
chr2	74895000	74896000	0.659895845388106	0.35500153011792	0.324701874856813	0.369267289232412	0.393971803923471	0.276688363278553
chr2	74896000	74897000	0.608331597071161	0.38864664988675	0.378321866234228	0.328158045311152	0.362520603590307	0.261957503632995
chr2	74897000	74898000	0.539467033233066	0.30108368649282	0.349192521020376	0.305793119354029	0.296327026712521	0.239598643997302
chr2	74898000	74899000	0.503565616327549	0.304759749530536	0.374182888627824	0.353593661937408	0.202525193497113	0.170589817961213
chr2	74899000	74900000	0.390575804073451	0.317027249511638	0.311761911789819	0.361667994635785	0.279355691788886	0.170589817961213
chr2	74900000	74901000	0.259595755163834	0.336516121089312	0.343307007428538	0.414393581317402	0.33431639270088	0.121354545297611
chr2	74901000	74902000	0.163688589513981	0.242253349141386	0.251375460549169	0.365353001888943	0.30129490165061	0.0507904959625617
chr2	74902000	74903000	0.146815363225689	0.203226772142641	0.292834543630108	0.384122982189296	0.300642721357283	0.0162860829445171
chr2	74903000	74904000	0.260610993295225	0.168415249740566	0.35763253626286	0.390020156971464	0.288612322650746	0.0499513209652507
chr2	74904000	74905000	0.450636775869104	0.205255641575708	0.332351379231544	0.355715482421971	0.323012026818243	0.124791830796851
chr2	74905000	74906000	0.5411246311193	0.243796469480166	0.378992867411241	0.277870618465158	0.318536712174016	0.20560927246138
chr2	74906000	74907000	0.58442880271072	0.279190181237967	0.475996978646875	0.317531608771675	0.372494050198669	0.244991019876859
chr2	74907000	74908000	0.579023847588153	0.360142426018648	0.469203512026098	0.369865320728572	0.42641248917661	0.255884726941819
chr2	74908000	74909000	0.597631575382906	0.508559605421845	0.474271986215012	0.329651327460073	0.393949824173364	0.294688967588846
chr2	74909000	74910000	0.499994976944163	0.48487596066697	0.464438699554415	0.317491374173767	0.413013987412207	0.244819441452443
chr2	74910000	74911000	0.430431011021178	0.475786671003576	0.46178810051738	0.375080792875442	0.361004654776202	0.164001999787914
chr2	74911000	74912000	0.444282182982295	0.505381549397022	0.408228022123895	0.353259107708916	0.275714991813819	0.124620252372436
chr2	74912000	74913000	0.52969907789587	0.62213210673395	0.370410192225528	0.261803755364269	0.266490720351845	0.113726545307475
chr2	74913000	74914000	0.536142154302347	0.595515392877393	0.339894089238185	0.301855822416266	0.330470922522534	0.0534026200220662
chr2	74914000	74915000	0.525798050413977	0.632186598428534	0.381473164245746	0.264517804250119	0.393482184095354	0.0284316363268688
chr2	74915000	74916000	0.550386924689568	0.640406223618458	0.38157266641562	0.241514941938271	0.472981034608029	0.113726545307475
chr2	74916000	74917000	0.566687932325129	0.605372607883224	0.456171442084902	0.167697679120148	0.485809112774079	0.142158181634344
chr2	74917000	74918000	0.598154084138629	0.446655898737083	0.583868402644461	0.226819565519327	0.473739687602896	0.217335070569801
chr2	74918000	74919000	0.706212390579178	0.428846740479603	0.594407256026185	0.388882907666906	0.449222494810708	0.22745309061495
chr2	74919000	74920000	0.691483433984952	0.488968435427497	0.547230902418878	0.444663207367894	0.288492551591219	0.255884726941819
chr2	74920000	74921000	0.720728797387173	0.527674020463745	0.47144548295598	0.393340258429895	0.3034248887431	0.205917638418429
chr2	74921000	74922000	0.808008327932992	0.591359996664998	0.448739257680717	0.489775868724431	0.384581838361083	0.207592756416035
chr2	74922000	74923000	0.82052001693681	0.711552029461378	0.345067728514886	0.501627382081797	0.413676011879409	0.172720047821956
chr2	74923000	74924000	0.723061942338249	0.700506505548552	0.334000936204344	0.369200439998547	0.381983716838363	0.216156592252936
chr2	74924000	74925000	0.817259784110565	0.605526365860152	0.378618145348707	0.402474429888354	0.416983948329909	0.262184919082432
chr2	74925000	74926000	0.957146757421076	0.584278847111349	0.403643675743882	0.399026820107831	0.419147576955512	0.284520534650365
chr2	74926000	74927000	0.930201329414005	0.552245338333359	0.407967622452949	0.444602741006418	0.426252542965898	0.275745061140735
chr2	74927000	74928000	0.897395622760774	0.426198443758976	0.472945731407412	0.443723394838448	0.393583430304326	0.289399218208892
chr2	74928000	74929000	0.845285919643927	0.363569763483109	0.509065103730281	0.400527152985373	0.393251158343181	0.270278109575658
chr2	74929000	74930000	0.820438073591887	0.389114743718774	0.617681418413039	0.476136027258887	0.40805513182589	0.246661656300313
chr2	74930000	74931000	0.688766171249189	0.324814117789291	0.643592629424801	0.635667195212103	0.384645684217979	0.292756281028493
chr2	74931000	74932000	0.661440802892384	0.34365041230398	0.584851059342746	0.593425949935594	0.341356821286579	0.328452116411481
chr2	74932000	74933000	0.659251046416695	0.38015151732397	0.533411819179302	0.538345984585935	0.333320748044122	0.344084571166627
chr2	74933000	74934000	0.65487248813967	0.394749503205888	0.424318972170161	0.518366290550651	0.34472498537387	0.338082751650601
chr2	74934000	74935000	0.609827582883202	0.422593108980168	0.35121931791444	0.375651344124536	0.381315548557523	0.31567087809645
chr2	74935000	74936000	0.607592725487165	0.415375154639642	0.433909082321332	0.311230226839131	0.358707757490433	0.232221129005171
chr2	74936000	74937000	0.666097238906727	0.5256892096368	0.42515894634507	0.283330374831152	0.349452827355963	0.199885890110193
chr2	74937000	74938000	0.711884337628012	0.55719853125176	0.583155799523097	0.335395358240295	0.359566732005497	0.208324772596874
chr2	74938000	74939000	0.678863156839515	0.531478211956134	0.605414721388372	0.35961763440302	0.35117252378352	0.190175811525402
chr2	74939000	74940000	0.662552700489569	0.443751632033206	0.494600895684692	0.377753039541811	0.275067595611421	0.183775664022143
chr2	74940000	74941000	0.64505123998124	0.450568980570562	0.356270412053921	0.317800847644083	0.248866039337978	0.188168159858855
chr2	74941000	74942000	0.553321734724237	0.363072611092005	0.400081810220313	0.37147374338965	0.260008893412194	0.182452901650046
chr2	74942000	74943000	0.471768255347379	0.297363759593357	0.298339664597886	0.370448554825979	0.221271835080306	0.105706364980181
chr2	74943000	74944000	0.575780807961442	0.325264271099105	0.310981188446984	0.427892648401668	0.210823363596225	0.115180802555341
chr2	74944000	74945000	0.712928172359632	0.427000256994304	0.429282451164167	0.383949023625931	0.229199742631725	0.138106481180688
chr2	74945000	74946000	0.753903337124151	0.38812058760911	0.506256178414093	0.441859793505267	0.221336610207671	0.198134875400342
chr2	74946000	74947000	0.770931120103911	0.324479299270773	0.49213570563481	0.545499424593919	0.16991236761181	0.246503244248105
chr2	74947000	74948000	0.858310678160972	0.372913865502201	0.439557552180862	0.565703905123687	0.246494297521148	0.281780934617002
chr2	74948000	74949000	0.72630263869187	0.359471753177598	0.409340867712129	0.466718179987939	0.226741707869138	0.291707748783502
chr2	74949000	74950000	0.802057557444963	0.334537171558008	0.455004864772752	0.580251657555388	0.320873333988528	0.269568072265417
chr2	74950000	74951000	0.848397179181909	0.404145212843724	0.391024893736312	0.514092540729036	0.354997624986944	0.206276276442934
chr2	74951000	74952000	0.863726337012501	0.436620725408447	0.439442583912094	0.374675809958693	0.391788977349683	0.179971300654927
chr2	74952000	74953000	0.789895803436766	0.530244761248622	0.498150690587956	0.380863013185945	0.331772561803996	0.194986647500902
chr2	74953000	74954000	0.822499398002407	0.640682821894626	0.547373795315555	0.494425562226332	0.354096859216665	0.247515737216572
chr2	74954000	74955000	0.715762661818171	0.616901782508931	0.422079540619187	0.472114402175489	0.254041288794596	0.322948841234564
chr2	74955000	74956000	0.57892967057546	0.587363775054534	0.386836509937296	0.514779224996221	0.175591100409082	0.32535637542249
chr2	74956000	74957000	0.738600612913926	0.716981245948484	0.340278026049912	0.460458909575804	0.227912081548925	0.361656863598299
chr2	74957000	74958000	1.02191384183318	0.672309788120201	0.432389169297143	0.447617348178937	0.29078574835259	0.420773199131367
chr2	74969000	74970000	1.01807440600805	1.14187325754248	0.556998053101159	0.511010236561384	0.663215767442978	0.342241006956177
chr2	74970000	74971000	0.864938468610694	0.930926194414543	0.54489974720276	0.419556503334146	0.555658687786242	0.383082399390876
chr2	74971000	74972000	0.570364028951994	0.879848752765232	0.55284170251355	0.262813345310637	0.286949920232755	0.378063627780188
chr2	74972000	74973000	0.488448965937036	0.642293965658527	0.408460801220859	0.173320835542488	0.25043856038048	0.371161137229333
chr2	74973000	74974000	0.70554981858457	0.699856398983042	0.386937152349632	0.253355929472147	0.205335927259349	0.328075503397005
chr2	74974000	74975000	0.800299693104455	0.732356402295493	0.486195948924666	0.270914292745031	0.196648149178418	0.287895318868375
chr2	74975000	74976000	0.816566961033652	0.797244643033226	0.517980154791925	0.30944283177135	0.232040700004808	0.25558071006637
chr2	74976000	74977000	0.804264356212699	0.787894636959368	0.550442499725108	0.34215024514431	0.345397172894309	0.272192160557914
chr2	74977000	74978000	0.845781455577001	0.816273426876799	0.565530306879756	0.374163876065318	0.393083630700723	0.375216135080605
chr2	74978000	74979000	0.611845527126918	0.687950234629549	0.608843362555116	0.380475283021764	0.411253600965823	0.396642015408251
chr2	74979000	74980000	0.501209857332234	0.612108042469806	0.494417762398154	0.426240280054408	0.406824645712692	0.379501058801583
chr2	74980000	74981000	0.536413799645437	0.613132758069694	0.466279284342045	0.448942224624305	0.427586627727383	0.380570623554925
chr2	74981000	74982000	0.561510980499492	0.646564763348268	0.416939177437464	0.47931295663275	0.373736291116684	0.402898037730342
chr2	74982000	74983000	0.513471555235533	0.596263056114773	0.359353376131558	0.464585016527643	0.324344645082222	0.277671192303624
chr2	74983000	74984000	0.632702345769503	0.687226687637361	0.243815296301792	0.522650399676106	0.286123207876811	0.245723171831217
chr2	74984000	74985000	0.692417412396083	0.663404396025191	0.171448581576681	0.428406713467866	0.283410215472054	0.188764807912221
chr2	74985000	74986000	0.679946667518555	0.658298807594692	0.236462729938285	0.396373207640068	0.299217290949134	0.165417780607363
chr2	74986000	74987000	0.664848227581205	0.620425790559726	0.327714055564417	0.362854602791175	0.27490069587267	0.140421898499879
chr2	74987000	74988000	0.756728273295333	0.623785160720583	0.406522940149859	0.374029192556047	0.33052144969251	0.168452273758789
chr2	74988000	74989000	0.664069832177508	0.394274247573727	0.376578704723382	0.206795505036276	0.285802000403847	0.0994992349709095
chr2	74989000	74990000	0.557428714143594	0.328220490757762	0.303228375837777	0.190536990084961	0.204212059558164	0.123714446566344
chr2	74990000	74991000	0.45792165103683	0.298696825964746	0.223250509120798	0.16860712767358	0.130575223231543	0.134222857920316
chr2	74991000	74992000	0.459406951632275	0.286794617878821	0.165138929803181	0.179995577196156	0.130380797260418	0.11546282844194
chr2	74992000	74993000	0.429904075875698	0.326794905924582	0.111123057667658	0.247923249365129	0.241166495598104	0.0904075140483346
chr2	74993000	74994000	0.422555367617522	0.378129324071704	0.111123057667658	0.334522074964161	0.331187583913932	0.113541473630815
chr2	74994000	74995000	0.439521169905785	0.287745971059335	0.14165790822884	0.396583288621854	0.405168220297306	0.132170280375475
chr2	74995000	74996000	0.432780741444331	0.254325611164536	0.24458379525438	0.404883549607217	0.397682101892454	0.10270744480359
chr2	74996000	74997000	0.41679128524803	0.252359999611254	0.28500841830601	0.358685211916501	0.39682890903302	0.142158181634344
chr2	74997000	74998000	0.341784564528343	0.14638009334652	0.292839406621089	0.244191836089029	0.229036153947546	0.165477212893485
chr2	74998000	74999000	0.391543783531215	0.165387399228971	0.356147271030637	0.202110498220311	0.156023748357	0.205742534315746
chr2	74999000	75000000	0.51081312147152	0.252503712595088	0.379881386776169	0.176120763003062	0.138420905942891	0.20616174564352
chr2	75000000	75001000	0.633568046452594	0.276057766604958	0.363233134313056	0.169542467634734	0.180249378394339	0.222352882503923
chr2	75001000	75002000	0.675613153587868	0.252359999611254	0.40745121144808	0.167697679120148	0.173080729894104	0.202684425839396
chr2	75002000	75003000	0.789273751005224	0.42005518070008	0.559104035497625	0.253023648496306	0.319296404507073	0.249402903116005
chr2	75003000	75004000	0.729941222021547	0.434378275192935	0.495796171088077	0.234776750768207	0.370217028665253	0.220917082263946
chr2	75004000	75005000	0.691321734443562	0.525044415978138	0.583185113010203	0.203695278179746	0.395334055014183	0.229536803411359
chr2	75005000	75006000	0.782963430244136	0.514976376473801	0.522727111968946	0.281550143548494	0.468342022721011	0.232553298725978
chr2	75006000	75007000	0.912464274614782	0.602740170011685	0.493774726331408	0.327910276646139	0.506048341331122	0.327877448636361
chr2	75007000	75008000	0.815532699268619	0.563486924362683	0.425000203902395	0.346806234904469	0.427496038888958	0.34437087069792
chr2	75008000	75009000	0.867530659863488	0.567809999125322	0.571082966694962	0.382940414518315	0.371116635484963	0.369611272249294
chr2	75009000	75010000	0.818319059921137	0.433473448052161	0.491170982561673	0.37114376526398	0.38079051178811	0.309072233235163
chr2	75010000	75011000	0.628054140125963	0.535839375265561	0.574662213347853	0.448722514017088	0.268766742417173	0.363841104946183
chr2	75011000	75012000	0.454040484699983	0.438244828384739	0.58415291563132	0.5105781189546	0.248842374748028	0.26552394267657
chr2	75012000	75013000	0.378910368763024	0.372892892847729	0.548370940329348	0.406356191320111	0.193612855695267	0.230743679665271
chr2	75013000	75014000	0.509155659956726	0.509767199214734	0.540147609981621	0.391152072300286	0.238487270161279	0.199021454288082
chr2	75014000	75015000	0.636183988655112	0.639902609712564	0.471895517224699	0.479125331748025	0.233675941725592	0.193473216496628
chr2	75015000	75016000	0.788204278015654	0.644010302774391	0.436174773807508	0.42748497858816	0.361706384946414	0.190713821079831
chr2	75016000	75017000	0.95271373013466	0.741663269534203	0.440754146161935	0.377508910741144	0.358483038807545	0.291584601126685
chr2	75017000	75018000	0.939419179262105	0.725534998882356	0.360105547780156	0.402474429888354	0.398167725213187	0.255884726941819
chr2	75018000	75019000	0.776418305237873	0.585737082116575	0.333369173002975	0.399791267022432	0.418892633448726	0.22745309061495
chr2	75019000	75020000	0.736609667802676	0.574934105379704	0.581712370063272	0.394930781218679	0.373022451706326	0.353995411387946
