chr	start	end	wt_120h_CHiC_d1-d4	wt_144h_CHiC_d1-d4	wt_168h_CHiC_d1-d4	wt_48h_CHiC_d1-d4	wt_72h_CHiC_d1-d4	wt_96h_CHiC_d1-d4
chr2	74841000	74842000	0.933073133163023	0.765807644028791	0.673685957284104	0.621711445894232	0.663135260193349	1.06112193962558
chr2	74842000	74843000	0.744235494119751	0.692089696513816	0.620931973964636	0.503671949802915	0.591801200973078	0.871448720531939
chr2	74843000	74844000	0.793691183380488	0.733197591700723	0.615175297810679	0.5254010884916	0.623031274062983	0.941576096008006
chr2	74844000	74845000	0.88392055011721	0.834753178281021	0.704001045805693	0.593610579639547	0.712899517667537	1.10108723122273
chr2	74845000	74846000	0.895270679069787	0.87244564152598	0.75549347166178	0.589497975073246	0.722389344660355	1.12895191722735
chr2	74846000	74847000	0.923985199939512	0.877608944600972	0.733250413854313	0.593559800693576	0.690716834522597	1.11307446938319
chr2	74847000	74848000	0.980254769768876	0.888362180133359	0.774583250555687	0.604066966989885	0.736133526816247	1.21442270602933
chr2	74848000	74849000	0.919787200450203	0.83926070948314	0.82599098844045	0.570891572659629	0.721865258202499	1.14701448559613
chr2	74849000	74850000	0.790589812956218	0.73023388060792	0.788782705883909	0.49856272368737	0.628194691001615	0.962680451942324
chr2	74850000	74851000	0.759205712899413	0.66034933514916	0.741867686963922	0.517205053506146	0.616503593558372	0.913992628247423
chr2	74851000	74852000	0.784549512686648	0.734992629777495	0.854484329698237	0.594260234615377	0.680313556722574	1.00072492271746
chr2	74852000	74853000	0.764584082295374	0.739609268648299	0.826371210799508	0.607650422915316	0.636607548931844	0.943910695070048
chr2	74853000	74854000	0.755788400712286	0.724091695012089	0.756668827336572	0.591991190599904	0.599149373046492	0.906172351764451
chr2	74854000	74855000	0.855095426319363	0.840833979535762	0.833987890103289	0.682343900278947	0.674488364019065	1.07948436305205
chr2	74855000	74856000	0.916280990157434	0.906438418340378	0.805205705557699	0.714044565182679	0.707971476697333	1.19945358822646
chr2	74856000	74857000	0.868626319590283	0.922216457173406	0.795556777972615	0.637505538609273	0.665256030803271	1.09968375607434
chr2	74857000	74858000	0.806795609660835	0.835945497733047	0.74987540063968	0.580448501460753	0.629154495839572	1.03013987879544
chr2	74858000	74859000	0.75102259568447	0.789608740645278	0.69851787525072	0.551274685401322	0.579296663151659	0.979879522654355
chr2	74859000	74860000	0.603783052918506	0.613487611960434	0.526221994940599	0.450567350459687	0.498056843429043	0.812046726577934
chr2	74860000	74861000	0.529621103910338	0.507265301253555	0.504793008298397	0.410557717428377	0.430806297842647	0.643193613053712
chr2	74861000	74862000	0.475389421173749	0.396863799507539	0.431340139766381	0.41434308161301	0.372304739855287	0.599683744043271
chr2	74862000	74863000	0.474666884360578	0.459524615439023	0.453332275935396	0.441427240799333	0.363272831611863	0.612651320060491
chr2	74863000	74864000	0.564594921524051	0.506010413279971	0.508451515926269	0.480565006939091	0.416581838158504	0.712096952675948
chr2	74864000	74865000	0.672478662458402	0.624898800545011	0.613049809496375	0.545108161621029	0.442305022444229	0.844602180662349
chr2	74865000	74866000	0.650301126516325	0.718909383924146	0.643967602369159	0.524595675359548	0.427192972951407	0.926149273370324
chr2	74866000	74867000	0.704522300653239	0.763644508748423	0.621034216428791	0.520391149047361	0.46832936572082	0.97121545055531
chr2	74867000	74868000	0.788964968300792	0.867115535926893	0.678656634663477	0.58416262991666	0.545547329669412	1.155689212966
chr2	74868000	74869000	0.793694424279707	0.885275580948401	0.730447267870457	0.588415936678146	0.585735448776587	1.17521111992115
chr2	74869000	74870000	0.770427628927193	0.795146732540622	0.69405848477075	0.537502853618809	0.572437575389129	1.05302033915056
chr2	74870000	74871000	0.743702209412607	0.670420264076155	0.679955869520339	0.493158406313193	0.568671282520799	0.922089353216539
chr2	74871000	74872000	0.759501480528418	0.677608974071851	0.669569833965172	0.532762767955691	0.602580383655309	0.982503597345267
chr2	74872000	74873000	0.79071579096827	0.685588393936594	0.692994041583133	0.530015220595456	0.604079137849743	0.877857435165612
chr2	74873000	74874000	0.848563892693254	0.709122089779262	0.681295902995498	0.559365699784533	0.620715224296441	0.890570156948217
chr2	74874000	74875000	0.974058195251942	0.789551271791255	0.723323104404723	0.620893781150597	0.665164692491961	1.02324537044019
chr2	74875000	74876000	1.12054686674284	0.910817635747376	0.771768710569202	0.721028233532674	0.729014245334472	1.19234212723285
chr2	74876000	74877000	1.06191416986925	0.864575509765258	0.741435087067014	0.640039221344943	0.655293965271748	1.07209743329896
chr2	74877000	74878000	1.08163951460668	0.790048563013657	0.72834248850099	0.638865133322036	0.631793357700934	1.17806434142936
chr2	74878000	74879000	0.965544224635833	0.682666958407366	0.67691615222728	0.5921227758897	0.548264901208879	1.07079755255334
chr2	74879000	74880000	0.92513488025269	0.694760500518187	0.699860894995732	0.596688201282579	0.569623727478428	1.13341301830937
chr2	74880000	74881000	0.845326451603907	0.661016416423472	0.641492537869562	0.565868089554909	0.527198320331953	1.09497396399536
chr2	74881000	74882000	0.892637561342816	0.700770075082736	0.728804131935959	0.598232943917287	0.568555062924311	1.16600927942913
chr2	74882000	74883000	0.917254993072362	0.719452736659302	0.731859509075686	0.642641454094365	0.61135369121254	1.12304611819774
chr2	74883000	74884000	1.0080420801191	0.84647760221474	0.823372144799203	0.684921312721912	0.6873246999664	1.25495080639761
chr2	74884000	74885000	0.961096248514897	0.816891839404114	0.756840738492759	0.665125794810371	0.63222839793507	1.0882239897628
chr2	74885000	74886000	0.926252823227707	0.810755258665312	0.766697439633173	0.64698101898147	0.640056545581272	1.04934265502705
chr2	74886000	74887000	0.875155015118265	0.767176645626709	0.710445138815065	0.643632857804728	0.616541040423112	0.996866882761898
chr2	74887000	74888000	0.814210980482612	0.739140057346425	0.686917527705544	0.586322256601567	0.594355089566747	0.989998582877378
chr2	74888000	74889000	0.826949402947118	0.717001087623541	0.66590614427834	0.614529763110381	0.572878025503407	0.99982889337782
chr2	74889000	74890000	0.842060848668505	0.793297028552135	0.677512655763271	0.607628021210599	0.578312752363273	1.06518592107382
chr2	74890000	74891000	0.891183575840391	0.854884980811205	0.733291182601523	0.616248670507108	0.5828162780515	1.08503618107781
chr2	74891000	74892000	0.997406108363294	0.873868219125802	0.811775512488019	0.640940567002415	0.593934244229522	1.15488775478174
chr2	74892000	74893000	0.983501595382554	0.863892262163146	0.834851911301612	0.658031754639302	0.578026547629683	1.11723297192176
chr2	74893000	74894000	0.880186737888897	0.838765417257186	0.791608598762568	0.659561717252896	0.577230322259196	1.06986736694747
chr2	74894000	74895000	0.845943746070123	0.769672006176163	0.780474657052812	0.683517711510406	0.561794503608983	1.04587389450345
chr2	74895000	74896000	0.843148345186277	0.775339483720748	0.711317627686288	0.712896442885118	0.590651585885674	1.02421426503873
chr2	74896000	74897000	0.815158122567813	0.810104075110038	0.677035648120825	0.743721095092137	0.617540114150949	1.00115975664326
chr2	74897000	74898000	0.795011265422187	0.799676681503167	0.657215668151419	0.698309902461183	0.577524832270724	0.939213369906571
chr2	74898000	74899000	0.824541334032284	0.781462896430678	0.659047958166675	0.629949830225408	0.555225917090182	0.860358718005305
chr2	74899000	74900000	0.779857082717124	0.719742393825012	0.607400696269839	0.552639628967373	0.529551067416019	0.745290661096195
chr2	74900000	74901000	0.718479739431179	0.61132561690474	0.576581830718953	0.470888310699596	0.458064175644226	0.662787225952988
chr2	74901000	74902000	0.551715044830058	0.460717505103147	0.444600621260394	0.335310527998885	0.341439630049966	0.510916705954159
chr2	74902000	74903000	0.489422522677396	0.428529655517633	0.359002848615338	0.315014980606909	0.324086140062499	0.449456212239157
chr2	74903000	74904000	0.551319815494163	0.508682109382841	0.415307975811102	0.376242582407298	0.368460674755451	0.519944498225887
chr2	74904000	74905000	0.611277517955355	0.594957319622539	0.463183386978101	0.421760612806499	0.410804585445289	0.616508105929828
chr2	74905000	74906000	0.742681866166227	0.686653365438599	0.534536943412381	0.503385161749489	0.470103255480569	0.705585684806145
chr2	74906000	74907000	0.894386027505788	0.787759914002281	0.641510971521132	0.595065767622811	0.540534913134736	0.775931821157825
chr2	74907000	74908000	0.934535686020978	0.798070885224382	0.666342177847028	0.605788371691467	0.558977329001721	0.797795293563984
chr2	74908000	74909000	0.89834261580977	0.747299487157137	0.595118382434193	0.542468237756047	0.493322503164154	0.716206867010784
chr2	74909000	74910000	0.880100388707481	0.719008589437692	0.616735891146906	0.521202507346038	0.468573585595129	0.697484030924217
chr2	74910000	74911000	0.71166368119375	0.607340376142597	0.53588395560167	0.42454829653376	0.399468608735333	0.607242139705873
chr2	74911000	74912000	0.609617846738433	0.534218322522937	0.46295927636728	0.368273763803327	0.365418562891382	0.597556011147607
chr2	74912000	74913000	0.660004961497028	0.582247382174851	0.502768366634651	0.39415095964194	0.381280451256539	0.662737591510513
chr2	74913000	74914000	0.715065392719732	0.652986902291634	0.561294113988874	0.439921390028288	0.417334289830397	0.784111712854339
chr2	74914000	74915000	0.723558606676131	0.661045302285224	0.540791780837183	0.445174014924727	0.423809502134283	0.761447360372893
chr2	74915000	74916000	0.767221136445236	0.701356727574776	0.590062762652453	0.504650753749047	0.473672238184493	0.832684719716896
chr2	74916000	74917000	0.818840649707031	0.763516066671504	0.637471929512559	0.550283249857724	0.472702745252516	0.891542623839275
chr2	74917000	74918000	0.802121532771495	0.769610163681189	0.625825908160165	0.536904242969725	0.464716452360277	0.865821671113574
chr2	74918000	74919000	0.811778270758064	0.807800415437018	0.700977283565165	0.617787456764205	0.554096698096479	0.904447146169794
chr2	74919000	74920000	0.788352202009833	0.73898171900385	0.670518150359305	0.61066561325525	0.51655170910116	0.878887025211957
chr2	74920000	74921000	0.889989990523808	0.767167873408075	0.689085354053425	0.593135267853419	0.516886746767593	0.879461641430621
chr2	74921000	74922000	1.00339723622865	0.89707643821483	0.788635301717365	0.637806444446059	0.65788659638995	0.913749871218969
chr2	74922000	74923000	1.07471972533561	0.961014099834572	0.860368048058758	0.669096449376042	0.744555444082144	0.972442770288147
chr2	74923000	74924000	1.05455100337617	0.92482961375763	0.753828367214618	0.606738681438609	0.679662275932822	0.96800222184835
chr2	74924000	74925000	1.04442624817119	1.01204757506409	0.754720532690751	0.637963353259053	0.689104369568877	1.02796344605524
chr2	74925000	74926000	1.0335477587573	1.10266407344755	0.798358052165387	0.700631415157715	0.723929617712873	1.06994823169739
chr2	74926000	74927000	1.01809912440729	1.10959564371233	0.801814991888506	0.708133399301714	0.692982452900031	1.12032998259791
chr2	74927000	74928000	0.963000304947693	1.0833759982791	0.746976400940854	0.676377624213097	0.652814860722909	1.07590601796196
chr2	74928000	74929000	0.914826013117218	1.03464140975073	0.739982048493764	0.621556729550903	0.65392077942161	0.957048928923493
chr2	74929000	74930000	0.968017951303734	1.04619755413339	0.822490037242799	0.625391109924159	0.728886193067948	1.00339381110105
chr2	74930000	74931000	0.96908688829684	1.00332988666983	0.790721100629184	0.614047981537754	0.723533848905278	1.02757762243541
chr2	74931000	74932000	0.94450478887402	0.928391369587895	0.777438255933456	0.588350575716819	0.721368317376708	0.990356655328867
chr2	74932000	74933000	0.940378696489908	0.885855558411614	0.810836077605713	0.602955188705752	0.703314949777156	1.00628174717981
chr2	74933000	74934000	0.920226803617846	0.883154970358949	0.797477219816987	0.633707030627065	0.69134327849206	1.06217007743787
chr2	74934000	74935000	0.939936831945739	0.890783943267619	0.725328577643382	0.655866283050984	0.672084729788331	1.0478284527273
chr2	74935000	74936000	0.936216374023166	0.91979096028839	0.760890787261742	0.659155071929437	0.683679562798174	1.0242408731445
chr2	74936000	74937000	0.928017043765271	0.988609696303686	0.829699322161381	0.68774744381381	0.676601863874073	1.05998400686857
chr2	74937000	74938000	0.946801738861084	1.02037813420845	0.860777683638859	0.740678780062256	0.686642447736393	1.08024099655394
chr2	74938000	74939000	0.928612176231091	0.94775839308095	0.82691969339907	0.678703409323577	0.633718773693389	0.949229380840345
chr2	74939000	74940000	0.822823747938312	0.812836939335566	0.771945484920579	0.56858907225991	0.551076910191395	0.788251851732945
chr2	74940000	74941000	0.747159287604747	0.71220692009343	0.69334926179125	0.494214756997461	0.480687772079055	0.661127708037135
chr2	74941000	74942000	0.731763480965092	0.688856116304549	0.637063931574285	0.465365721083151	0.452281472046365	0.60523080446209
chr2	74942000	74943000	0.659412610181845	0.632784750115326	0.556766622308443	0.357955184764533	0.391984300248931	0.529636621611767
chr2	74943000	74944000	0.73013220386503	0.799159067681075	0.664545277517236	0.45687641854825	0.463490855139546	0.713015760997294
chr2	74944000	74945000	0.789241062819333	0.981684611739163	0.782856582663986	0.524546914075831	0.525512244089101	0.851871497984723
chr2	74945000	74946000	0.881940226344613	1.03668641027805	0.843812029519049	0.602736262654958	0.565119330939735	0.94754259703449
chr2	74946000	74947000	0.843456463266516	1.01132343357362	0.832216622488781	0.609234975143895	0.560118582243433	0.952433570550667
chr2	74947000	74948000	0.84932493840429	1.06994574019871	0.908937099346993	0.67367691841962	0.61129809756173	1.03732163897143
chr2	74948000	74949000	0.744835369911531	0.921714238959614	0.812630934049191	0.597309606294552	0.532027751510699	0.890918676199425
chr2	74949000	74950000	0.861023208457318	0.939641250409586	0.89695984193318	0.708578981837975	0.632177680609466	0.986565562281166
chr2	74950000	74951000	0.757520998814711	0.910014861841843	0.874969988650126	0.686493883119177	0.630137465494727	0.983591686569098
chr2	74951000	74952000	0.757983960603958	0.917607214232554	0.868534112801629	0.705399450440929	0.663500954645427	1.00787241620985
chr2	74952000	74953000	0.837344656944184	0.977243580793383	0.875066716147246	0.717425717851426	0.731569839508568	1.04199355907666
chr2	74953000	74954000	0.978689053210263	1.10734888164953	0.994582983705503	0.779188952253089	0.84529243738932	1.15316904311938
chr2	74954000	74955000	0.894882974283545	1.08108059898113	0.998643070199391	0.704000044097674	0.80285872499552	1.1235408421386
chr2	74955000	74956000	0.890301997734788	1.04152036862332	0.967341011683444	0.644189415418689	0.772228436179774	1.05569642052017
chr2	74956000	74957000	1.0402835984493	1.10897643357416	1.08856588721227	0.726316791876803	0.819088560072973	1.14406643999179
chr2	74957000	74958000	1.13782208203593	1.2480428766553	1.1629296221061	0.863737404987814	0.84081500409803	1.31095979523824
chr2	74969000	74970000	1.29207413451007	1.37241527307897	1.29693834669044	0.939385323743886	0.916079177014685	1.47301434569284
chr2	74970000	74971000	1.04198312548907	1.15498745618424	1.04975680894032	0.800638654046075	0.7529317021236	1.18045643329715
chr2	74971000	74972000	0.769217860207048	0.863275958130201	0.784039763706992	0.604744668176927	0.594312043819413	0.854796324420431
chr2	74972000	74973000	0.609682796280318	0.621556212837013	0.588248397789132	0.439431419973591	0.49370873649721	0.590574981194522
chr2	74973000	74974000	0.626365248900169	0.715814688568599	0.556914252038265	0.49167587032772	0.457682132441509	0.587501037358752
chr2	74974000	74975000	0.663071730921549	0.772246601880503	0.594965668589166	0.505695121943965	0.438001171312632	0.613494491780463
chr2	74975000	74976000	0.738003094242264	0.811267528459591	0.64243725196399	0.571786148950417	0.469357293474304	0.706864699654152
chr2	74976000	74977000	0.776607763304681	0.857520095595838	0.686047327749704	0.58984544176143	0.524266084757492	0.751270439320762
chr2	74977000	74978000	0.915471150714569	1.05742602950133	0.816321947454672	0.701975083543634	0.623256640918818	0.885185145475432
chr2	74978000	74979000	0.910448272603297	0.945048958811396	0.821713839570111	0.65735504941732	0.647317098936055	0.844137264183502
chr2	74979000	74980000	0.860953964002306	0.846348359970175	0.772445807303237	0.619304483926974	0.689743752768961	0.809020972865775
chr2	74980000	74981000	0.882210418699143	0.857062277413895	0.75172129470246	0.635036171489983	0.728073254450586	0.827038439342075
chr2	74981000	74982000	0.906929863841555	0.827306081833028	0.737253600688323	0.673318114248548	0.72306171075964	0.851648854528981
chr2	74982000	74983000	0.809828172058324	0.681993716543116	0.613233540056936	0.544626771349209	0.619399712605715	0.725356498562984
chr2	74983000	74984000	0.772919493029515	0.704128387606916	0.564839791828141	0.524540327280131	0.600247181775617	0.740531408640379
chr2	74984000	74985000	0.766010500064375	0.707077548160038	0.596203642887467	0.511571749171284	0.551099217476548	0.694452880526476
chr2	74985000	74986000	0.742755532955279	0.721664684645283	0.660306460606029	0.468991364368805	0.535645274604531	0.636955980016923
chr2	74986000	74987000	0.715782989057867	0.743617927492971	0.701337844951785	0.438407213772873	0.519038260782197	0.609049262124506
chr2	74987000	74988000	0.767995202243377	0.795453550552365	0.788778712462589	0.513212892373633	0.579445404372395	0.698314416871
chr2	74988000	74989000	0.653281038294638	0.662102469501213	0.684154885861973	0.421368364581605	0.461944709290181	0.543200405762591
chr2	74989000	74990000	0.585350779955496	0.618246527965365	0.546449913490952	0.391162614806712	0.425997306367201	0.485377484044481
chr2	74990000	74991000	0.522136563872459	0.540945832135263	0.452567968502829	0.354228328460073	0.383800200946298	0.430518740232123
chr2	74991000	74992000	0.556057117863276	0.571374220327567	0.458248617021546	0.369326634145755	0.399157201179297	0.476771252305228
chr2	74992000	74993000	0.610583230134429	0.663603910879661	0.531419247360567	0.406449555276872	0.471109361580907	0.521272865520102
chr2	74993000	74994000	0.726295101921815	0.735358868807115	0.606258835584606	0.465218229574288	0.551655808185149	0.597681978432897
chr2	74994000	74995000	0.727415036769985	0.724973219424411	0.611473045497496	0.460306066874531	0.561896846916831	0.657515274249054
chr2	74995000	74996000	0.757559573547549	0.716110876451944	0.641575200122794	0.453619379175391	0.551030101517586	0.690548758919429
chr2	74996000	74997000	0.789745805683547	0.734216574126307	0.669143691974177	0.467710073925025	0.582821156838474	0.703816240177314
chr2	74997000	74998000	0.647107390245394	0.569005477871744	0.525718561229892	0.371453484769433	0.454991981044603	0.58099927590268
chr2	74998000	74999000	0.631708847667579	0.64505042474973	0.527929414493604	0.40152667101684	0.401191649680779	0.618673431845477
chr2	74999000	75000000	0.71132093692833	0.68763573226281	0.600313180774928	0.444686313114047	0.414104126183366	0.654676721811849
chr2	75000000	75001000	0.753005835232051	0.742234558963727	0.603559707441065	0.459355937038031	0.459032861013516	0.678038883524447
chr2	75001000	75002000	0.76009834020805	0.726782286098068	0.588024912271878	0.456895674928475	0.420914262941147	0.663776980329285
chr2	75002000	75003000	0.902274428782788	0.834296936979927	0.702583460483804	0.558420011562198	0.544427488501422	0.814634255048999
chr2	75003000	75004000	0.854624565643084	0.789166966976556	0.696484696566895	0.536166722558446	0.559069334188225	0.798070156801324
chr2	75004000	75005000	0.832646620281506	0.822014537946563	0.746189140998374	0.5512930390344	0.583795420783615	0.857017004954718
chr2	75005000	75006000	0.843071172541334	0.886755115006242	0.788763854351466	0.620908643550862	0.584082837864718	0.931511582672652
chr2	75006000	75007000	0.854962614785444	1.03201037305782	0.830859693065126	0.671279626875859	0.647296874003973	0.996935846344994
chr2	75007000	75008000	0.838655503776399	1.01812811499677	0.803677234220232	0.631746312224979	0.581061929386058	0.9383948451286
chr2	75008000	75009000	0.920180825826606	1.01047952797275	0.848141940567926	0.650660105851925	0.647864753654664	0.984636365590946
chr2	75009000	75010000	0.936695191377722	1.00032304115712	0.827534751350482	0.63165578494255	0.639272572158121	0.932962628588505
chr2	75010000	75011000	0.916024214881193	1.01485942027782	0.830491576093416	0.579011858701318	0.658384690794384	0.928228967697444
chr2	75011000	75012000	0.883254724748812	0.911153031554374	0.822053172861616	0.515142571790734	0.590356625485604	0.869293624735887
chr2	75012000	75013000	0.761128513020473	0.822561409410147	0.737398118765058	0.474529541221342	0.563838008905536	0.825260925325698
chr2	75013000	75014000	0.783855488412468	0.893699370494997	0.790643260316669	0.534504033213625	0.592207508244208	0.85115126662578
chr2	75014000	75015000	0.79721112608078	0.943618348525812	0.822301770804497	0.538570261693903	0.613740728585033	0.848520324634028
chr2	75015000	75016000	0.819854909046891	0.921416808770022	0.832174691011121	0.551293477300883	0.621715186910516	0.810757264227333
chr2	75016000	75017000	0.779693492530294	0.896945348461634	0.775864796596927	0.569894173187825	0.620755559658026	0.830254214358637
chr2	75017000	75018000	0.80877558126314	0.913458608320779	0.795943572402608	0.561312161163896	0.598731919290012	0.775313665835105
chr2	75018000	75019000	0.720737329489228	0.829249736832814	0.732675503531459	0.493022227027491	0.552590533974348	0.699424800124698
chr2	75019000	75020000	0.739971636596342	0.846498226171016	0.732850184992136	0.500959337241652	0.545697338723466	0.716784033956109
