chr	start	end	wt_120h_CHiC_d9	wt_144h_CHiC_d9	wt_168h_CHiC_d9	wt_48h_CHiC_d9	wt_72h_CHiC_d9	wt_96h_CHiC_d9
chr2	74798000	74799000	0.170215520943176	0.175393018762183	0.325305387472818	0.168853258190255	0.275926037030127	0.196593234317455
chr2	74799000	74800000	0.157605475700251	0.191425842067161	0.321626900150509	0.228682772845522	0.305295349156131	0.196272739001418
chr2	74800000	74801000	0.136219673846822	0.131981940401712	0.201550806990568	0.236929801149905	0.317654828062897	0.13581783245392
chr2	74801000	74802000	0.107150907969993	0.187320280192786	0.132621179751851	0.276542363627982	0.305777597352282	0.156694876536104
chr2	74802000	74803000	0.105387551468887	0.260775131282653	0.137716842466038	0.285933629795881	0.350574773910718	0.194667079103511
chr2	74803000	74804000	0.129348732996651	0.391932702232885	0.160990329910537	0.334255045127893	0.385586534992656	0.203500646419941
chr2	74804000	74805000	0.126520845060368	0.429646968350669	0.171502051451755	0.328396561141209	0.32793889227735	0.234511984840439
chr2	74805000	74806000	0.16337679565363	0.363296200728401	0.134233557201942	0.264754738084017	0.257163283853958	0.255130868276974
chr2	74806000	74807000	0.239958638357809	0.386061128557486	0.152732926229371	0.265418646198532	0.283226623503359	0.359513070571852
chr2	74807000	74808000	0.248461550803871	0.360664118003526	0.166042848783501	0.270639330375886	0.239610368209528	0.432017787893283
chr2	74808000	74809000	0.246166794351808	0.267824304943765	0.227071977070489	0.264100732818761	0.210570107287344	0.464867073813034
chr2	74809000	74810000	0.281170242462176	0.257228015941819	0.290369655350562	0.330857468897006	0.290344401939975	0.484881354450278
chr2	74810000	74811000	0.343183004053787	0.297166884678068	0.321980659821075	0.554540702962797	0.340223413228814	0.51445552205258
chr2	74811000	74812000	0.320021324163634	0.268591431170921	0.339007089852117	0.580336636260508	0.289855489176528	0.424920994095845
chr2	74812000	74813000	0.356421977028235	0.247327830443978	0.299954045914977	0.574963412317859	0.357787746910678	0.345034975778002
chr2	74813000	74814000	0.396753069576855	0.266091946611014	0.229607588476075	0.586025067963853	0.421494550053559	0.311894847869016
chr2	74814000	74815000	0.397014969686087	0.337611181656578	0.181007832807287	0.504993334660788	0.4097486852496	0.316482867589797
chr2	74815000	74816000	0.329317785508507	0.297166884678068	0.160990329910537	0.318090305300864	0.382987075206189	0.30372231170962
chr2	74816000	74817000	0.370628261384131	0.300194785977553	0.203698463282001	0.279949706167573	0.437261047610598	0.41094782808035
chr2	74817000	74818000	0.438676530989814	0.360371758514461	0.241485494865806	0.532098737832629	0.425627238308554	0.513511216021322
chr2	74818000	74819000	0.495642993144616	0.470261168673307	0.270304545003556	0.553503174953719	0.465196940106229	0.557587403524704
chr2	74819000	74820000	0.566618509912654	0.47428375712726	0.253078996439568	0.556473749386254	0.515328159696067	0.560739409178156
chr2	74820000	74821000	0.597252867951821	0.503309678553844	0.241485494865806	0.767025496890731	0.550635011906395	0.611200812750917
chr2	74821000	74822000	0.608135295973646	0.561996686920153	0.18591341899358	0.79883798644953	0.485572023310744	0.51666827433188
chr2	74822000	74823000	0.555942392076197	0.603390283936801	0.321980659821075	0.676150205572994	0.466104370742958	0.518629289077294
chr2	74823000	74824000	0.490180933959507	0.576902098629783	0.317258851023019	0.682048313737216	0.397248353373771	0.657455197605917
chr2	74824000	74825000	0.40411876693089	0.540032190027412	0.318101374762989	0.653770405357312	0.356346450482228	0.626890925914072
chr2	74825000	74826000	0.370628261384131	0.536774417819393	0.362228242298709	0.428546586574443	0.35922688315691	0.540040583492466
chr2	74826000	74827000	0.279127379380269	0.472059265567907	0.370216035383912	0.542598185868199	0.373579331864634	0.505597763444961
chr2	74827000	74828000	0.243646415942031	0.50948954817753	0.333529216677612	0.596935134125616	0.378251390289549	0.511239451156041
chr2	74828000	74829000	0.261460342026282	0.602434112785834	0.404670007621697	0.685756046846541	0.428311386478846	0.467562300715024
chr2	74829000	74830000	0.35557111910198	0.648635348684859	0.366107527356794	0.713146546696923	0.448788956696648	0.574987831502357
chr2	74830000	74831000	0.333565435245718	0.74291721169517	0.376900169775615	0.78058041352887	0.498994339402261	0.661399836961903
chr2	74831000	74832000	0.367233418070199	0.787908427115806	0.364042075656188	0.693784459901887	0.477334965921289	0.733627737465279
chr2	74832000	74833000	0.452306972823294	0.653037621944299	0.229936938009268	0.498097449243416	0.453006026957289	0.642349453322766
chr2	74833000	74834000	0.510861969096625	0.444411067146244	0.120742747432903	0.360513003525603	0.387017939894173	0.505611697923092
chr2	74834000	74835000	0.42632055039635	0.297166884678068	0.120742747432903	0.386648197042781	0.328942636917171	0.426891997275241
chr2	74835000	74836000	0.58317106342635	0.18208308347989	0.229159285386062	0.313117986624072	0.296182222927416	0.413547583097935
chr2	74836000	74837000	0.598645213496542	0.10659246950409	0.354262086937721	0.311452379936578	0.319267623283561	0.44323344946419
chr2	74837000	74838000	0.637484733858916	0.0756681827034539	0.441829016532252	0.366404752829033	0.365175023168455	0.468392157926313
chr2	74838000	74839000	0.579338754949892	0.0907359367968323	0.475121876136389	0.369583300428193	0.380702060948634	0.465194008950391
chr2	74839000	74840000	0.636783438853897	0.135065477399014	0.512233524340754	0.322851230771293	0.425773366928674	0.447056437549241
chr2	74840000	74841000	0.610694692608314	0.125581025769337	0.408660422911242	0.411697124020716	0.43924225977194	0.454661439461106
chr2	74841000	74842000	0.583869681248181	0.167243346762199	0.388985653996393	0.390207244222732	0.448040488072377	0.392068198300289
chr2	74842000	74843000	0.445577532019589	0.198111256452045	0.524112962930971	0.335183531364359	0.36441707816953	0.330222874160592
chr2	74843000	74844000	0.405101169370264	0.25904020628114	0.504707878855131	0.419493398003493	0.319875478609153	0.327322018827846
chr2	74844000	74845000	0.475101345298496	0.418382291563641	0.52940864542984	0.498029460790154	0.32937792506031	0.460098420662657
chr2	74845000	74846000	0.325710115640274	0.570355601298595	0.584228457754518	0.410884693863543	0.272898398400479	0.429742267189099
chr2	74846000	74847000	0.337958154419409	0.665222606239468	0.540011672260855	0.369305474896836	0.232406338385251	0.462922639642979
chr2	74847000	74848000	0.432904290535793	0.753227400807462	0.410854151058019	0.426516527046049	0.287608606249778	0.531863716902516
chr2	74848000	74849000	0.49701510874501	0.800306845055357	0.499475333069617	0.359061935260088	0.298314044369335	0.561471975615222
chr2	74849000	74850000	0.407691087522544	0.734275397975638	0.564405073528538	0.265448205104204	0.220155825933617	0.448952632937271
chr2	74850000	74851000	0.44643143903073	0.658463382720462	0.454133788721194	0.341123285109058	0.216994709174689	0.505704500472868
chr2	74851000	74852000	0.572604092283491	0.669295917217967	0.423144422081759	0.421460709809663	0.294460616383353	0.511834911008276
chr2	74852000	74853000	0.456603536786122	0.625728615545781	0.404685801209262	0.39042645258205	0.272265438419502	0.443215698017816
chr2	74853000	74854000	0.342641044558235	0.527206430019068	0.362337654547745	0.391054337047453	0.26763256367763	0.390418248252065
chr2	74854000	74855000	0.34876053330603	0.515583662067711	0.422832671972701	0.418340148949058	0.431515685013801	0.401779142096009
chr2	74855000	74856000	0.368950736014359	0.587000950465163	0.482515571542332	0.49365007007531	0.603354423337706	0.381806921110577
chr2	74856000	74857000	0.247520900554336	0.604662031213257	0.51027551705124	0.418186928706262	0.57946265711524	0.398274402948099
chr2	74857000	74858000	0.251982215176947	0.671315074378786	0.464284300950399	0.419699222240338	0.56507629409354	0.413878827565198
chr2	74858000	74859000	0.259439782968892	0.651857105029992	0.41222187613864	0.405359187294953	0.551680655710938	0.412087478898258
chr2	74859000	74860000	0.189031381640714	0.574028248418537	0.305479868430957	0.365284832528599	0.419275971719052	0.36695855166089
chr2	74860000	74861000	0.165706700089808	0.521940298470556	0.241485494865806	0.246189851598622	0.3247592763126	0.3049956071801
chr2	74861000	74862000	0.198780290855689	0.487017538238091	0.201237912388172	0.244981093491651	0.321999826602159	0.222510112445182
chr2	74862000	74863000	0.231949772764318	0.376591800805525	0.190361011430595	0.226915907482647	0.35194008084633	0.182402562103712
chr2	74863000	74864000	0.325026631209857	0.346694698791079	0.272460545928533	0.245878276741297	0.429800938181545	0.189525759137261
chr2	74864000	74865000	0.351715912375171	0.33335553688533	0.300301164022648	0.306715392506393	0.535385431878709	0.235171259485331
chr2	74865000	74866000	0.353172865847975	0.227188876350652	0.38972204539382	0.35957798049585	0.474036070523981	0.327759985354205
chr2	74866000	74867000	0.342644404346014	0.145652095675786	0.400713833838382	0.325428221710758	0.503208022924626	0.367741518443298
chr2	74867000	74868000	0.380697178117343	0.297166884678068	0.474929827244142	0.346510626851381	0.533687460839546	0.471965852252798
chr2	74868000	74869000	0.336698160854657	0.339470445400121	0.463313807233773	0.404568328651116	0.548575984264345	0.475513052113627
chr2	74869000	74870000	0.349702838014118	0.367222108040183	0.429996676245367	0.40201244412583	0.457613145185293	0.422561038033807
chr2	74870000	74871000	0.401307060053727	0.393378810658367	0.372671155701655	0.337276591930228	0.431938777456612	0.31934547251195
chr2	74871000	74872000	0.515420682469694	0.381158753772944	0.36399023323667	0.327901118578803	0.376571241994969	0.321231715238878
chr2	74872000	74873000	0.565365066269016	0.242475532497955	0.344801084776561	0.407837944886842	0.343575104534001	0.317346799865932
chr2	74873000	74874000	0.614702267081002	0.254863323956015	0.28972801311646	0.41330754507874	0.256397048452087	0.416643298601732
chr2	74874000	74875000	0.672147250566187	0.219191242635455	0.281587134287602	0.459373427115074	0.255858975201722	0.570702082224968
chr2	74875000	74876000	0.63645207182184	0.269264184019081	0.324291525800652	0.525871947493374	0.291985432581517	0.573283988808377
chr2	74876000	74877000	0.425667667865128	0.2894077688507	0.241485494865806	0.501382567691839	0.321436420778456	0.510757602046996
chr2	74877000	74878000	0.311958596177792	0.252802608632158	0.245681519421985	0.436180153602081	0.367634320847817	0.549253959198031
chr2	74878000	74879000	0.248612257019944	0.198111256452045	0.237004966938977	0.403230983468506	0.341955969533089	0.419229854375445
chr2	74879000	74880000	0.201223173987328	0.203750526433418	0.384086943841714	0.417788485741766	0.464588485475208	0.392916222473125
chr2	74880000	74881000	0.185314130692066	0.129802031130732	0.321980659821075	0.417818806409866	0.413747535911937	0.410703093796049
chr2	74881000	74882000	0.259439782968892	0.156342558166402	0.442723407253978	0.459600687050852	0.415374763559396	0.461958965728819
chr2	74882000	74883000	0.259439782968892	0.247639070565056	0.442723407253978	0.458663273062112	0.362904974110735	0.399928485878364
chr2	74883000	74884000	0.225833347707255	0.493429362214303	0.447263739304627	0.465036936210794	0.418400757734448	0.4623838578002
chr2	74884000	74885000	0.208842778746227	0.64139589453837	0.34552740880907	0.420247355651963	0.322436913498333	0.391132473649125
chr2	74885000	74886000	0.251107829805993	0.669457353036595	0.402475824776343	0.434013333790093	0.3812494923434	0.348547145769282
chr2	74886000	74887000	0.248809359967952	0.634391148729191	0.28173307734344	0.432717771599675	0.415770007484101	0.293951857056065
chr2	74887000	74888000	0.290409107711241	0.635718712676872	0.268498862602245	0.424971023889029	0.465125548298116	0.382693772194512
chr2	74888000	74889000	0.37571998223989	0.546654734158934	0.342855633836979	0.520115741858668	0.635930364137316	0.403445142908618
chr2	74889000	74890000	0.402924056426648	0.463836326552752	0.291253572898464	0.573938819767327	0.651930648127821	0.41197875998282
chr2	74890000	74891000	0.416023040685443	0.567039156560537	0.241485494865806	0.586776438756649	0.683227878122901	0.492365572763393
chr2	74891000	74892000	0.455384336661898	0.504748575870069	0.402475824776343	0.702132018713573	0.650263353966183	0.624493983589268
chr2	74892000	74893000	0.398818602116874	0.483421657054901	0.496205204472807	0.736485862432743	0.741361089207199	0.540277285604804
chr2	74893000	74894000	0.355557767271404	0.346694698791079	0.482970989731612	0.660612295744379	0.680446826457628	0.523786934863081
chr2	74894000	74895000	0.351866644425866	0.346694698791079	0.502844795986096	0.542904933546236	0.566757263527751	0.494567166815163
chr2	74895000	74896000	0.35164486263031	0.310945682567929	0.552668022802637	0.430366277032889	0.482847648722307	0.457175146372581
chr2	74896000	74897000	0.300460775005582	0.357273455203567	0.531815143223887	0.396882066971852	0.511105852494549	0.400421080013991
chr2	74897000	74898000	0.300853514636387	0.33832375237053	0.419668966805624	0.324740834051185	0.371423309090845	0.389719873334184
chr2	74898000	74899000	0.297561546996974	0.346694698791079	0.397705740927142	0.27583778608355	0.261804016624099	0.411341591507701
chr2	74899000	74900000	0.222376956830479	0.247639070565056	0.391743136115641	0.351664162061637	0.335309075037731	0.423556101648541
chr2	74900000	74901000	0.146615243695258	0.180450703017038	0.373026374182952	0.387246698623778	0.398177878993063	0.443619817378502
chr2	74901000	74902000	0.107230312516962	0.187532500039557	0.232888923851166	0.264889010277323	0.350793461018447	0.37555956422761
chr2	74902000	74903000	0.127972058024215	0.185196834367557	0.230990901528607	0.263411226943768	0.295206312697247	0.327558504774953
chr2	74903000	74904000	0.154598739272428	0.256121277660434	0.347429326146253	0.2622479123468	0.277039380868956	0.316407674344949
chr2	74904000	74905000	0.317137587984367	0.335718264311979	0.388624854950707	0.241412695036908	0.284694456745373	0.316876240106857
chr2	74905000	74906000	0.473961101280854	0.352275297564376	0.467510028170082	0.200884224911085	0.355845718130309	0.351760342969139
chr2	74906000	74907000	0.596126942629241	0.388819924667546	0.532624076619791	0.260455340180684	0.3542144338554	0.385090807327082
chr2	74907000	74908000	0.6238995460167	0.387979422163603	0.556767605994799	0.31859414441211	0.372358268016766	0.423560623680267
chr2	74908000	74909000	0.549594957357421	0.344240936850268	0.46719127767654	0.320985666061534	0.345737476901863	0.350104516840935
chr2	74909000	74910000	0.387056108645482	0.308143319157168	0.427059483262682	0.302212159694166	0.373064560466456	0.287742011864723
chr2	74910000	74911000	0.250852054961211	0.247639070565056	0.409850928910087	0.279607402460261	0.277514136015414	0.219906753899278
chr2	74911000	74912000	0.161279861920006	0.155986030575578	0.370360790587915	0.250030542287683	0.235506149074545	0.19440200060027
chr2	74912000	74913000	0.202077932053132	0.13954144140353	0.354880478523305	0.218358536211433	0.241215492086809	0.234485433138135
chr2	74913000	74914000	0.351134177506135	0.0930271830714556	0.306497197904428	0.221763486180391	0.272178730583051	0.328107251459096
chr2	74914000	74915000	0.535658209945473	0.0862832978282452	0.331090864423934	0.247666656667293	0.214188698394383	0.353582449577024
chr2	74915000	74916000	0.59300521821461	0.198111256452045	0.330066517248861	0.358594004724584	0.188287675266962	0.372488225729067
chr2	74916000	74917000	0.688043414848865	0.201195406048826	0.347196449313682	0.387824551312845	0.2764159452533	0.411090541956157
chr2	74917000	74918000	0.739572851140856	0.207153257387549	0.329328423596479	0.361631460539249	0.36311492187384	0.44778841444416
chr2	74918000	74919000	0.745731310383697	0.493980802393717	0.420688232365689	0.393956091891239	0.426056870125575	0.448531074837812
chr2	74919000	74920000	0.589839155412079	0.607106099753913	0.393365620173483	0.327083056067547	0.442476739428122	0.424374071305007
chr2	74920000	74921000	0.813174176892162	0.618360028117341	0.301257436502803	0.293470026129962	0.554009189200963	0.479126772253006
chr2	74921000	74922000	0.934201235312354	0.764961144258666	0.343741324835512	0.351152129210645	0.671873431030542	0.544118075005349
chr2	74922000	74923000	0.954378078192538	0.927113764720416	0.362228242298709	0.439438418264304	0.724701627597335	0.535969823149965
chr2	74923000	74924000	1.00835267448561	0.734375319502865	0.266109647766556	0.472356611058178	0.789735547326321	0.508394934219968
chr2	74924000	74925000	1.0776349474838	0.605308682710723	0.250403993255736	0.519229843376694	0.777193484293476	0.549808087148413
chr2	74925000	74926000	0.887068202218377	0.61362461050461	0.287358110848104	0.481263931335531	0.682123827024791	0.524782724346065
chr2	74926000	74927000	0.802526487477014	0.557903641203522	0.341471560724705	0.412278207208625	0.590859124279295	0.484540203156917
chr2	74927000	74928000	0.784399121987152	0.384108212437087	0.321980659821075	0.375995621554053	0.504698237563942	0.436946281845443
chr2	74928000	74929000	0.723667705126191	0.317795639416165	0.298496536878278	0.332240463682944	0.409421787473148	0.436982488015214
chr2	74929000	74930000	0.769167790838301	0.400059656106665	0.325098821611371	0.294091679882382	0.537362213417473	0.435597014841942
chr2	74930000	74931000	0.822331837192137	0.328910571374443	0.317580020856698	0.277134902926458	0.670526890456968	0.423461110805589
chr2	74931000	74932000	0.770833377066229	0.39572370788033	0.331111354122791	0.273951916679594	0.730727128345637	0.431190390128357
chr2	74932000	74933000	0.692289195221915	0.471779330910904	0.412429527969737	0.307075282667721	0.780258640581609	0.43995778687462
chr2	74933000	74934000	0.680268839815993	0.518229440685206	0.474203143680054	0.318661548302711	0.771801501027464	0.43057426484481
chr2	74934000	74935000	0.741007738476828	0.450576860687127	0.406397990844932	0.386356368539036	0.696040616753708	0.459552601753733
chr2	74935000	74936000	0.707186347187609	0.561725394846948	0.439223617473314	0.43092430313266	0.636915135075557	0.457153814324943
chr2	74936000	74937000	0.679841948047932	0.783580425247986	0.373041606984978	0.53289574590959	0.594609888624081	0.423907008045501
chr2	74937000	74938000	0.67925846191899	0.792445025808181	0.378983179465091	0.553530575373575	0.493384921119635	0.458884578226971
chr2	74938000	74939000	0.593288017917153	0.743295122733212	0.391295074432886	0.516092731892424	0.454560043374747	0.436711147965316
chr2	74939000	74940000	0.41785462437114	0.746248320612993	0.453305218501068	0.472099494444457	0.391944992298376	0.361017138373582
chr2	74940000	74941000	0.303533262309205	0.634350387316297	0.438858885283057	0.477458282406778	0.336930071836123	0.33987770489294
chr2	74941000	74942000	0.273664426732506	0.352100584797359	0.406868787534723	0.45772459800007	0.358013058603331	0.386248168862083
chr2	74942000	74943000	0.321437843818164	0.351165142820282	0.340968799566546	0.336332348200141	0.385586534992656	0.33737109472403
chr2	74943000	74944000	0.270970759097968	0.448283638213711	0.46276219273653	0.311971915061129	0.430449460591119	0.501419954058834
chr2	74944000	74945000	0.373284599205488	0.521836256098113	0.562785954801038	0.414118118088568	0.445961054086682	0.586499660586656
chr2	74945000	74946000	0.554786668262186	0.462336925186096	0.791567207604621	0.388677650332891	0.4446738529579	0.63901959998816
chr2	74946000	74947000	0.50465492217417	0.403310822947039	0.770464211111081	0.325780352300119	0.391582862166934	0.622712574400748
chr2	74947000	74948000	0.480184282530631	0.292696440648865	0.874679420827017	0.433143481222856	0.383588485583808	0.74886989696955
chr2	74948000	74949000	0.489146328550624	0.161459210852904	0.699229096883464	0.40105928339156	0.369452194001324	0.692596384059188
chr2	74949000	74950000	0.477079051135829	0.0892758059752164	0.71500162009883	0.401234164028378	0.473792589005095	0.818454246493802
chr2	74950000	74951000	0.353336073212311	0.225675322610347	0.487521953121309	0.405227006764637	0.477829530364978	0.838681159261468
chr2	74951000	74952000	0.407691087522544	0.30645112479194	0.611258350760273	0.36250875168853	0.480195149882283	0.792419556255341
chr2	74952000	74953000	0.382176958663338	0.441145274091983	0.583294864346943	0.332108403378018	0.548206188218068	0.712212431321548
chr2	74953000	74954000	0.49555916107036	0.523437099960494	0.642965787841577	0.464061511332094	0.667347870137039	0.634210998013614
chr2	74954000	74955000	0.595835138570151	0.628083619533404	0.479551192972796	0.488561967068873	0.663975837499696	0.550601498733207
chr2	74955000	74956000	0.626292743940144	0.625372789292567	0.500544428405644	0.537585386297918	0.659201737872175	0.414149215770046
chr2	74956000	74957000	0.805012991172716	0.727947674199616	0.501391475856122	0.739914943556574	0.684286663780739	0.463612216131321
chr2	74957000	74958000	0.95496936209295	0.81786514655647	0.623032948288978	0.871841433473816	0.751790158795629	0.568149088478019
chr2	74969000	74970000	1.0110342473315	0.603102262136802	0.892998765568645	0.820120802296917	0.735419969087754	0.91288688960498
chr2	74970000	74971000	0.761448923652108	0.543133819591292	0.695922190694582	0.684488286195977	0.646252803641876	0.69063605912637
chr2	74971000	74972000	0.528134560672925	0.63232187384782	0.501636247885527	0.559932905483258	0.604150421246777	0.507941224728298
chr2	74972000	74973000	0.408650352399583	0.551691693012484	0.458413005119223	0.463017107030754	0.49574749019626	0.35514083524344
chr2	74973000	74974000	0.379449308018881	0.593598366047808	0.60715733970044	0.403220766999484	0.332046916371129	0.395924626344447
chr2	74974000	74975000	0.412714818186858	0.54912121521701	0.488037328827476	0.381161185988186	0.322446594050921	0.333610915924691
chr2	74975000	74976000	0.516145423025933	0.584930140734482	0.522788208507046	0.46399136858404	0.34499043228015	0.345507988956154
chr2	74976000	74977000	0.61740997531668	0.502589041486326	0.546303236486625	0.5026725926508	0.386987131576486	0.313255859326351
chr2	74977000	74978000	0.699507923404036	0.63483198468077	0.611764796732133	0.53585321993177	0.550699092618996	0.464223104708028
chr2	74978000	74979000	0.634725224424592	0.590812522771357	0.418746613760594	0.565530493078707	0.6884986705405	0.545512105774583
chr2	74979000	74980000	0.584296515563938	0.628150650092689	0.456723304951504	0.627368100943277	0.675117309257939	0.661773230701563
chr2	74980000	74981000	0.605482240864613	0.547346829276773	0.538732536671358	0.584395862528358	0.715362121520766	0.712902302760513
chr2	74981000	74982000	0.730218686568571	0.549034764508238	0.570339034208334	0.572973993639868	0.740946481678872	0.7993687220607
chr2	74982000	74983000	0.748301445449539	0.299133969720723	0.46096028643017	0.503782908877386	0.610607826100861	0.618075667057072
chr2	74983000	74984000	0.868786779310668	0.242912354573214	0.461883871103138	0.394893987559326	0.588634814916432	0.496509632462312
chr2	74984000	74985000	0.840596172644223	0.211378092481402	0.507414853553731	0.321313587397241	0.559546529899467	0.403992511952315
chr2	74985000	74986000	0.756222193789051	0.23362966580442	0.529312940962585	0.380254722584803	0.520984353846839	0.323712960531431
chr2	74986000	74987000	0.648105502850368	0.292629985675349	0.519531770760913	0.413353567257394	0.490078015631718	0.285698801142358
chr2	74987000	74988000	0.635697493141059	0.312136821971137	0.773843135837932	0.485235359251796	0.494447025660372	0.391909230338159
chr2	74988000	74989000	0.450896095842343	0.305414847254689	0.670771350330565	0.431734841029176	0.351744084132755	0.326545452190756
chr2	74989000	74990000	0.352688276391601	0.265564852343739	0.619137022518997	0.331926319044212	0.306804304908112	0.320821074843536
chr2	74990000	74991000	0.23473123220995	0.217306492180818	0.498569534650405	0.230933289166296	0.211694568231262	0.299037342310912
chr2	74991000	74992000	0.189430763863397	0.250115612500674	0.49895745238511	0.218889850602015	0.154358721957674	0.280483475790694
chr2	74992000	74993000	0.230239806052334	0.388917518058122	0.2975089303352	0.272257590989227	0.193688349435118	0.279197257711098
chr2	74993000	74994000	0.295778843584667	0.395900118670645	0.401427881213053	0.292201191301285	0.245069644022852	0.329286660283239
chr2	74994000	74995000	0.296502609107305	0.449305512079578	0.348089454257343	0.306025214891703	0.204134047937289	0.3195693344867
chr2	74995000	74996000	0.296502609107305	0.578231374029629	0.368010149662731	0.332359612928419	0.238864581708579	0.348824627128296
chr2	74996000	74997000	0.298044422674663	0.497338498197214	0.349928581093544	0.328739836883282	0.325416890285096	0.401461346104835
chr2	74997000	74998000	0.165320108129195	0.477042342423856	0.293031218885168	0.296012670171138	0.235125020773199	0.384300258620944
chr2	74998000	74999000	0.217349594159225	0.537442999010757	0.211538173762413	0.339329533329719	0.241206392368577	0.486942405304801
chr2	74999000	75000000	0.343211056854633	0.623133147511739	0.271808701937509	0.391966862607798	0.266689172852518	0.567546321705919
chr2	75000000	75001000	0.533168594010509	0.555702747984396	0.278940773915615	0.474849621026078	0.322374884054717	0.563374142940852
chr2	75001000	75002000	0.555942392076197	0.693389397582158	0.246670766227955	0.485874569049019	0.362904974110735	0.526286259023982
chr2	75002000	75003000	0.715907854114011	0.740955554567932	0.415196563279637	0.517823579135172	0.49795755784779	0.640474474911319
chr2	75003000	75004000	0.635819172546915	0.70107474804797	0.393223506965393	0.559252873637114	0.507728043879782	0.578723055158426
chr2	75004000	75005000	0.582369368426424	0.691840496128781	0.412400200182275	0.582571582419183	0.571922583877131	0.512014536408827
chr2	75005000	75006000	0.512566082730286	0.739585462601266	0.408341903249537	0.58888269390733	0.678207348505726	0.557148469708078
chr2	75006000	75007000	0.617502584779031	0.748232162307487	0.428556006848861	0.581805245089316	0.748297649608674	0.611708147310389
chr2	75007000	75008000	0.657762070864493	0.763074871571039	0.396960107282784	0.615289668801334	0.710361851436883	0.545296107440563
chr2	75008000	75009000	0.793796133447991	0.841972839921192	0.482970989731612	0.593670018338414	0.72207122939478	0.572499902799065
chr2	75009000	75010000	0.863078635990287	0.846517772606013	0.584410256583308	0.494621915673105	0.711111300266751	0.618292194596966
chr2	75010000	75011000	0.871503139564072	0.728908790350812	0.798963138729853	0.448038848451531	0.612769184341688	0.652522478989865
chr2	75011000	75012000	0.82794763461908	0.688074446969841	0.934676526028556	0.373795067975702	0.466310340003918	0.560442127610033
chr2	75012000	75013000	0.627722686495805	0.585467424614839	0.918489375975855	0.308932399945161	0.423137423623453	0.502517337127066
chr2	75013000	75014000	0.691681938179607	0.596314881920656	1.00940936853907	0.353107396986342	0.508176632840612	0.538965457354839
chr2	75014000	75015000	0.651477275841476	0.492056470654418	0.898223660092789	0.529594469963327	0.593990953924614	0.562452729265005
chr2	75015000	75016000	0.596917195628069	0.531807505354911	0.827124268752909	0.585319434880899	0.71498435829642	0.502078928776403
chr2	75016000	75017000	0.584366514377837	0.421545004330292	0.704786613461732	0.673850631390348	0.730719566628552	0.576703708326366
chr2	75017000	75018000	0.696455304359191	0.39622251290409	0.643961319642149	0.59421373858967	0.715853149661969	0.559466785191136
chr2	75018000	75019000	0.532837566121231	0.344713586226559	0.549311155868331	0.551694258682552	0.606958569200205	0.461708483323753
chr2	75019000	75020000	0.578658929759518	0.391344773635385	0.785408827716955	0.452844495356295	0.530476383058801	0.449894797655738
chr2	75020000	75021000	0.562059557555352	0.511627128313049	0.683818148891845	0.424512020298956	0.404084118624514	0.517194866283358
