chr	start	end	wt_48h_CHiC_merge_CBS1	wt_48h_CHiC_merge_CBS2	wt_48h_CHiC_merge_CBS3	wt_48h_CHiC_merge_CBS4	wt_48h_CHiC_merge_CBS5	wt_48h_CHiC_merge_CBS6
chr2	74799000	74800000	0.481761223257355	0.459170780832792	0.380581795227632	0.394489813329672	0.274582523197324	0.265627803118188
chr2	74800000	74801000	0.442873259260799	0.403246675312672	0.390646575966486	0.332106671507921	0.256118566330232	0.233455019103264
chr2	74801000	74802000	0.42997829885192	0.372194085665397	0.392301086964773	0.323967862526333	0.265395351499509	0.249598733212148
chr2	74802000	74803000	0.433809651694579	0.382270825642788	0.425515439768337	0.308487394560802	0.281563245112744	0.264969028399739
chr2	74803000	74804000	0.384128318899477	0.376592458814656	0.400078210146186	0.288255624744839	0.314858646524171	0.256559771369689
chr2	74804000	74805000	0.305864189269211	0.373208539789129	0.369576061434462	0.295157904631465	0.299537453751296	0.211142318123949
chr2	74805000	74806000	0.26248019522999	0.290316714221435	0.290026541892503	0.264018496690959	0.278557008093595	0.158731253392384
chr2	74806000	74807000	0.293663396946434	0.406424606938362	0.327885556938786	0.329698592484305	0.27537765670276	0.18609023609647
chr2	74807000	74808000	0.313781860341846	0.396994207845509	0.288987794974696	0.350588789892127	0.284641115645199	0.182169136585377
chr2	74808000	74809000	0.332959143185308	0.36706203463778	0.225651368412647	0.379201788894024	0.289800584363135	0.158285149531621
chr2	74809000	74810000	0.501665486172973	0.431822195385739	0.225357028579971	0.372235501326695	0.344212828113076	0.224882706790138
chr2	74810000	74811000	0.636582933958352	0.539482244097548	0.300814280953049	0.37565582621991	0.384580048784743	0.249825944695911
chr2	74811000	74812000	0.641369301652894	0.464712394935115	0.257564094904549	0.308943361785642	0.393024471166578	0.217656360414306
chr2	74812000	74813000	0.589308963717159	0.484747143150251	0.279834843295899	0.295714983544571	0.357981081230413	0.211338431794991
chr2	74813000	74814000	0.544769094003558	0.517115985375967	0.330399175292697	0.290034530810667	0.324104927397233	0.222679371562226
chr2	74814000	74815000	0.441045914636976	0.448221844953603	0.388909036636865	0.312107065103595	0.296238197593172	0.217955007381978
chr2	74815000	74816000	0.374388038835864	0.378689279126244	0.335517584861303	0.286891124405432	0.233485665545779	0.204781155939714
chr2	74816000	74817000	0.475926175486378	0.415279405798646	0.380333932550953	0.380004504083169	0.317252302661941	0.212951636045827
chr2	74817000	74818000	0.719685400247045	0.592487715348219	0.476663057446706	0.49758348255606	0.379529324737752	0.295072303930197
chr2	74818000	74819000	0.833285334432723	0.622040125648714	0.537709819951296	0.472326895415157	0.42879762793118	0.329548979381304
chr2	74819000	74820000	0.893536616017403	0.647980904102411	0.535837487310002	0.435306199713054	0.438948778219913	0.346062759458766
chr2	74820000	74821000	0.914143944442951	0.73429081623757	0.563339992967379	0.420043101796449	0.520817717058801	0.395846772274702
chr2	74821000	74822000	0.785116371252623	0.664071852624967	0.611741659330567	0.306016195017602	0.481015095209502	0.430770921635628
chr2	74822000	74823000	0.713338133103855	0.500387535386953	0.55415916014685	0.146910412955306	0.467359648110151	0.389009177065423
chr2	74823000	74824000	0.656790500647375	0.440894770452487	0.577676823535732	0.211450196132072	0.511119979598428	0.349956743931417
chr2	74824000	74825000	0.561718198441984	0.381471406049989	0.475640471332817	0.193779068419531	0.474012830091874	0.309415167970183
chr2	74825000	74826000	0.505123934829275	0.2707860709298	0.411108632676974	0.187553978380091	0.385988140882592	0.285006023397388
chr2	74826000	74827000	0.554278315693161	0.302660836566567	0.352622247834114	0.236966711271135	0.339370558919499	0.225798704212188
chr2	74827000	74828000	0.557746385696732	0.371078388084831	0.349758398933031	0.243254822231072	0.304378883456566	0.239622769834952
chr2	74828000	74829000	0.618698174078846	0.465549868979866	0.299481320080428	0.217928958040046	0.272336314137145	0.276850019314163
chr2	74829000	74830000	0.720269524024301	0.638458056260268	0.332789056590805	0.274774473893983	0.391211055956017	0.313326977861851
chr2	74830000	74831000	0.767540775876299	0.686426969128115	0.406313634779525	0.289895338633156	0.508503145950804	0.295854091775814
chr2	74831000	74832000	0.74107883381109	0.702090846082053	0.457628049296188	0.276291690848482	0.483128374841441	0.327651670269977
chr2	74832000	74833000	0.594051623175288	0.622916419456808	0.424526328342209	0.335835515006051	0.460921799417225	0.277764014303647
chr2	74833000	74834000	0.486908117686915	0.570898354467056	0.3691089123833	0.34280753706402	0.384442819316215	0.237505489960639
chr2	74834000	74835000	0.441021794928584	0.498190836643083	0.445615148119438	0.38235973858603	0.308615687074251	0.200894080201349
chr2	74835000	74836000	0.464184071834815	0.567184356903879	0.395526562964671	0.476429505545621	0.241233462235084	0.223282317155146
chr2	74836000	74837000	0.54329501541986	0.548158362119572	0.356804015215845	0.517622407753703	0.28410472000977	0.217512426184974
chr2	74837000	74838000	0.63498123469296	0.557123881874971	0.493678748286751	0.617407863300483	0.31603159927817	0.22758818888745
chr2	74838000	74839000	0.713120059143808	0.533317605277841	0.492850448315612	0.559292672916259	0.331852937662344	0.222203304463157
chr2	74839000	74840000	0.705301677452416	0.497254856875953	0.410445714142158	0.478712622761824	0.282337762913602	0.197529216780091
chr2	74840000	74841000	0.654661045321582	0.493216625321308	0.394634210504798	0.408396301866023	0.268630220599543	0.18611267343088
chr2	74841000	74842000	0.601994481000132	0.453669716386185	0.375119970579364	0.35752174176625	0.24638125920186	0.220823697253294
chr2	74842000	74843000	0.508344115132055	0.40342012452199	0.233225356693948	0.202943022759996	0.207078816941132	0.216945991247543
chr2	74843000	74844000	0.487292053403643	0.408958929488223	0.29139606165422	0.205951285085667	0.224227469803564	0.284797367253491
chr2	74844000	74845000	0.506110355603069	0.491096555220714	0.341049902989625	0.201884466628998	0.275208045980644	0.332492891025459
chr2	74845000	74846000	0.51293334687042	0.441086260595768	0.360073677175373	0.20636591004674	0.27683093769139	0.332052882567824
chr2	74846000	74847000	0.448887337920293	0.456209773558678	0.309032374595675	0.192820043358823	0.281388183421501	0.293325359522088
chr2	74847000	74848000	0.514641708769867	0.488927548587584	0.318711431613806	0.243653573097684	0.390173723922353	0.280191614278909
chr2	74848000	74849000	0.493448655531746	0.48036960219637	0.262453054439181	0.260628064053846	0.409090407643338	0.249162148982376
chr2	74849000	74850000	0.447872229205019	0.365405982844906	0.211593564579647	0.270217782120593	0.366147284047844	0.260955938241282
chr2	74850000	74851000	0.449860996004015	0.373114662069935	0.216805456854801	0.293777521160593	0.367170757847155	0.250422793468822
chr2	74851000	74852000	0.566848309368987	0.436108255725358	0.314169495110718	0.41508781085929	0.370246566493159	0.256594178014929
chr2	74852000	74853000	0.508493351559328	0.445334155825894	0.305852076681795	0.360011309138524	0.290300387798333	0.256390641371688
chr2	74853000	74854000	0.452121474617397	0.465198435360911	0.304537338568918	0.318602790173322	0.255403649434876	0.21966837572921
chr2	74854000	74855000	0.520068941827004	0.509790083054978	0.393079103566017	0.336165972318734	0.277721881591334	0.191560553215734
chr2	74855000	74856000	0.598075655166281	0.577222689267463	0.412161170917197	0.286333822750272	0.371385316671359	0.213210101022134
chr2	74856000	74857000	0.516114233422908	0.542619539441385	0.349505366762535	0.16384756227173	0.355521713530205	0.21491377916531
chr2	74857000	74858000	0.529489816100087	0.466575075223301	0.324739284444899	0.132123802177995	0.32356287078865	0.23571041390677
chr2	74858000	74859000	0.553035605583244	0.391537573306818	0.284868410430193	0.146601350468881	0.282487675088559	0.230713693933287
chr2	74859000	74860000	0.415504766667867	0.328515929350399	0.186798903298727	0.0980331503612926	0.226602912435039	0.181354910330134
chr2	74860000	74861000	0.367820666151873	0.207563500440233	0.20235234650032	0.115484881207626	0.115024731558674	0.151606271745202
chr2	74861000	74862000	0.354871170456143	0.190589053507107	0.236769971145905	0.145570741681163	0.10835341786809	0.160236716095278
chr2	74862000	74863000	0.349199378502845	0.2188850851335	0.238252037241769	0.188377368626845	0.137405999594229	0.139380320564807
chr2	74863000	74864000	0.379959882535041	0.341223157274505	0.292035460352461	0.255635599743027	0.182810339371165	0.196471207112607
chr2	74864000	74865000	0.531101367411637	0.497157137022065	0.329677792620659	0.372877312858481	0.253477231547601	0.266741999784738
chr2	74865000	74866000	0.519641565237731	0.548543572533593	0.345589094637591	0.402514252386062	0.256410080609901	0.281864237200655
chr2	74866000	74867000	0.580568578444156	0.574190695499618	0.312002536773705	0.411439974684808	0.257926461077854	0.262789167186358
chr2	74867000	74868000	0.716148887763026	0.593507887677001	0.353369683548045	0.484760887155958	0.268216232305544	0.272463170573694
chr2	74868000	74869000	0.743372384626184	0.529299903353582	0.363909504422972	0.42033977578224	0.265756117664246	0.224247527622711
chr2	74869000	74870000	0.674958598531014	0.40417758749013	0.349188430470758	0.315671975455326	0.226442980775669	0.159750996474024
chr2	74870000	74871000	0.617394539732646	0.376493880917986	0.299043727852331	0.301115895632809	0.238567908996742	0.144030780898523
chr2	74871000	74872000	0.615418715519313	0.410672372252012	0.298852687113462	0.30862303000368	0.258566735754123	0.153818297517081
chr2	74872000	74873000	0.495261375543427	0.346769820843659	0.286601313161106	0.270034172974428	0.257807313228862	0.162763648148288
chr2	74873000	74874000	0.495464573595797	0.335909880207155	0.290301425310647	0.303913371731974	0.254725360824917	0.155143118285212
chr2	74874000	74875000	0.561537542013529	0.398882036594886	0.334464835699347	0.3151639290766	0.302734774632752	0.222025098393163
chr2	74875000	74876000	0.718786373825777	0.435097601793566	0.369689167638933	0.306363721549156	0.326460049696188	0.279286440276101
chr2	74876000	74877000	0.646923613001325	0.351058388836755	0.365044067755757	0.282894093417656	0.321106399730871	0.268403060997913
chr2	74877000	74878000	0.677727513543192	0.507239275076853	0.407295298686131	0.341174649523595	0.361551734226146	0.239349418329959
chr2	74878000	74879000	0.627091754227399	0.496859593827836	0.351716145980679	0.307324727714548	0.343122765181536	0.251019767510568
chr2	74879000	74880000	0.623123236621011	0.418078127951387	0.341208564128038	0.358550146287473	0.34969524550564	0.248311259550496
chr2	74880000	74881000	0.512678061405677	0.362069340842703	0.342773175502393	0.375857834700546	0.342280330725473	0.196198573246426
chr2	74881000	74882000	0.553660193730106	0.434939838763226	0.390112924182797	0.380758445465743	0.383630533456771	0.189398530477232
chr2	74882000	74883000	0.512663550127585	0.410402118238681	0.382740316067235	0.331502581609189	0.396501857657826	0.267403229687799
chr2	74883000	74884000	0.537380095737224	0.433644470149764	0.454649023207819	0.345997045090178	0.437263203349262	0.274627377082851
chr2	74884000	74885000	0.506813057251429	0.478224349825277	0.423526215153163	0.320454071563723	0.406638860647418	0.231986037983306
chr2	74885000	74886000	0.48422617221415	0.511032850718331	0.39376640490895	0.296485150080871	0.404514214048168	0.229564452273152
chr2	74886000	74887000	0.482096963006608	0.456635504101359	0.361032183141641	0.294695726315766	0.349840525431026	0.231932742090273
chr2	74887000	74888000	0.537876289115664	0.44913782687162	0.374986240263322	0.279056655825161	0.338843967094656	0.207793922522926
chr2	74888000	74889000	0.581667543249512	0.475042255245425	0.426217462015532	0.314465409269748	0.373154409796884	0.19604772218939
chr2	74889000	74890000	0.548528698340801	0.496746502964593	0.429376618402602	0.333711857641055	0.352371268677855	0.199551772105894
chr2	74890000	74891000	0.537735352047788	0.513783018535421	0.421978811572625	0.366177658045905	0.328655969543902	0.202601222402732
chr2	74891000	74892000	0.561844097532636	0.509180611317394	0.394124808796914	0.40246521565291	0.372260884197644	0.234802329933202
chr2	74892000	74893000	0.580717837991246	0.50698971402347	0.330084512304925	0.364342931985218	0.318894313226453	0.210268549636311
chr2	74893000	74894000	0.577714955832397	0.480812102597791	0.271578360714587	0.302971811229378	0.320933959834964	0.247153660914922
chr2	74894000	74895000	0.547057095584999	0.405889518371435	0.281018144135329	0.319309656080077	0.355177357057817	0.220755149883304
chr2	74895000	74896000	0.633289469643988	0.393849240322854	0.289362576599236	0.335631069292208	0.366615703159455	0.234194754599816
chr2	74896000	74897000	0.64826880071944	0.467788692195704	0.348925323003905	0.349303413877224	0.381915863437447	0.232033915085906
chr2	74897000	74898000	0.551781964644568	0.36318697896443	0.365023685384157	0.360273326366276	0.356933313512708	0.238014519314759
chr2	74898000	74899000	0.490626021619846	0.330383851679933	0.338793221893521	0.398832733512536	0.305396680827081	0.217308330719563
chr2	74899000	74900000	0.513524405184353	0.357576928553582	0.325950415908172	0.379465568816737	0.288840563851468	0.226224761765735
chr2	74900000	74901000	0.439468919706383	0.334185102292081	0.312737987701781	0.375442494020459	0.290901033267742	0.203246245615976
chr2	74901000	74902000	0.324724809103545	0.203755325556398	0.221295262745616	0.30969518013322	0.21410434768463	0.145672687683269
chr2	74902000	74903000	0.310751733354154	0.225572660069319	0.228103092159404	0.299580055765605	0.213293553884371	0.107694074065479
chr2	74903000	74904000	0.394172260996962	0.261064213291677	0.288218960047856	0.307064949913131	0.229703914217002	0.113253668491452
chr2	74904000	74905000	0.493271966871784	0.306639176948932	0.287088779202233	0.316931130202366	0.247329800706791	0.141607729105665
chr2	74905000	74906000	0.511399962454214	0.389330934098892	0.358032371737916	0.283195703039457	0.274856894620768	0.181612694360537
chr2	74906000	74907000	0.58415939809399	0.453974531044304	0.426911414947517	0.295287614058879	0.357250569599231	0.227424907359919
chr2	74907000	74908000	0.617420012666811	0.487318650801533	0.4302465738857	0.300970864551527	0.404036939244777	0.237141272413309
chr2	74908000	74909000	0.572708602980699	0.52357204162684	0.392013898700464	0.305764412918276	0.366753375961637	0.242861038060867
chr2	74909000	74910000	0.478702523726036	0.488573063424152	0.356762479011393	0.308721756481583	0.375810656194728	0.204235761688479
chr2	74910000	74911000	0.440552637355217	0.424286554260265	0.312327312058093	0.341206589615786	0.30475628551897	0.172181953794299
chr2	74911000	74912000	0.400781467994862	0.407683153650423	0.280031243906372	0.345797192144492	0.225834952798452	0.127196872407209
chr2	74912000	74913000	0.462442240668647	0.467710555907461	0.256366117263243	0.33818430656942	0.209406469836638	0.111279136164364
chr2	74913000	74914000	0.487953822354836	0.447112931194039	0.267422783838693	0.311848807534547	0.240728979923421	0.100833013324752
chr2	74914000	74915000	0.459849231456374	0.477049247242287	0.304881600360728	0.265495011983711	0.259007260460302	0.146179302479288
chr2	74915000	74916000	0.509821837483317	0.526323662428214	0.315967815878837	0.238081847360246	0.312515174478464	0.177136088804713
chr2	74916000	74917000	0.527119716209322	0.543412273178908	0.34390935616713	0.210121711060119	0.311658540663925	0.213054569913682
chr2	74917000	74918000	0.508663765398627	0.463299278611989	0.399010041838247	0.203826165599085	0.292199005770526	0.262863408242749
chr2	74918000	74919000	0.638257107654262	0.472803620976239	0.417563920794102	0.332508252151483	0.308136742154916	0.242272108629535
chr2	74919000	74920000	0.646611251706697	0.447223342025223	0.406725424688296	0.33228112953478	0.248415738898955	0.207737366024783
chr2	74920000	74921000	0.60415312439718	0.405220366628707	0.392301270149929	0.31304017537155	0.278071892708247	0.205654633098179
chr2	74921000	74922000	0.713841159291357	0.461230119220969	0.425692943706375	0.391126424370699	0.36387667122814	0.2036944664161
chr2	74922000	74923000	0.761122425037459	0.558146643834438	0.431382359865464	0.472548488755142	0.397446374278043	0.177060353287104
chr2	74923000	74924000	0.68805464220079	0.579711201279827	0.428982353443934	0.38691512976608	0.397004364575472	0.206030344380622
chr2	74924000	74925000	0.74700502038871	0.578184684315306	0.440193661413505	0.442407701624716	0.404279761798979	0.257063096475478
chr2	74925000	74926000	0.852784603860942	0.588884237949647	0.466870167033626	0.491266348442689	0.43638850809795	0.279635038333423
chr2	74926000	74927000	0.83300019950707	0.573081160922925	0.451220060705047	0.528148345867975	0.486591189385256	0.282280379314884
chr2	74927000	74928000	0.777196172503129	0.508742148661581	0.442342310635759	0.488442491915841	0.496961070193826	0.304318848833353
chr2	74928000	74929000	0.683022530740805	0.463477318020922	0.437042475417374	0.449549409322772	0.472579134518118	0.301940163756363
chr2	74929000	74930000	0.698788580214759	0.495961343826682	0.485943354093451	0.463541385892057	0.474379048642679	0.27253682660884
chr2	74930000	74931000	0.687790486872525	0.4818279299362	0.459218377744789	0.481061018414154	0.419446492781589	0.278046712977994
chr2	74931000	74932000	0.676980788677257	0.472466395521574	0.467450751579618	0.419020001901409	0.345658755858359	0.325992660868706
chr2	74932000	74933000	0.695743638427756	0.47435029227041	0.447365583136181	0.384164156357649	0.314648893480608	0.337054656139578
chr2	74933000	74934000	0.761816873443975	0.476270168558634	0.401900065426316	0.388363446835756	0.333383669685412	0.314233773466576
chr2	74934000	74935000	0.662775244904039	0.468769974258517	0.391023154763079	0.386529605235563	0.331063681598206	0.313011426743794
chr2	74935000	74936000	0.606295384071245	0.469592884491178	0.440707667750679	0.388191034086266	0.321503496587112	0.304720507401317
chr2	74936000	74937000	0.66326084855436	0.543165812079495	0.403222672212402	0.40739994970538	0.291767404895747	0.259453489736664
chr2	74937000	74938000	0.693346132643449	0.507840309064259	0.442976846211217	0.403962414972504	0.325705522675843	0.277953390830161
chr2	74938000	74939000	0.599153469453763	0.461901448604831	0.440309787620924	0.390606712270632	0.289226213179743	0.294563668832028
chr2	74939000	74940000	0.595339463068944	0.387543308753385	0.378419348144425	0.321280388414043	0.26908016208178	0.289677678639542
chr2	74940000	74941000	0.5530293256066	0.350193358098157	0.311114719232918	0.269251964278679	0.254282987748128	0.253496499792813
chr2	74941000	74942000	0.471248834785694	0.240531741646522	0.341898802949371	0.260782224918931	0.280928077671121	0.235151249254329
chr2	74942000	74943000	0.382720102153152	0.219007384440529	0.325171149289991	0.290497912429752	0.222149593868801	0.197616826460805
chr2	74943000	74944000	0.438074418740197	0.25227584989458	0.340113124960533	0.327852115601014	0.251527711075635	0.213949464886864
chr2	74944000	74945000	0.52616480881196	0.323962693127616	0.389986925875006	0.309697382109292	0.284111819869793	0.219592580764427
chr2	74945000	74946000	0.545436348301109	0.331925594034944	0.431073803256634	0.357047885549044	0.301160655485953	0.242765641435983
chr2	74946000	74947000	0.536970432385923	0.337299685656981	0.409518108427172	0.417443272657559	0.274585012035815	0.288449958635134
chr2	74947000	74948000	0.618917952409531	0.372217371969352	0.42537560263117	0.442748943691686	0.351773367080562	0.285126147573675
chr2	74948000	74949000	0.537867918183374	0.396458776698905	0.380761067816049	0.376741472531737	0.347166394048617	0.250996848396598
chr2	74949000	74950000	0.618303468121428	0.430119476120179	0.425112361052932	0.465949070338892	0.453812185227378	0.26329713263727
chr2	74950000	74951000	0.633773612081098	0.445712007043487	0.386670784853595	0.399664764170465	0.46562255038955	0.244738781382389
chr2	74951000	74952000	0.639170652903291	0.46369005316401	0.427316347037315	0.310526007288993	0.506801859012182	0.221420175644643
chr2	74952000	74953000	0.590380198200031	0.527831731002406	0.423548952083667	0.329002373057411	0.491629077010224	0.240014113401811
chr2	74953000	74954000	0.660733818352037	0.608601234434695	0.4857520842648	0.42198863689553	0.481529244906965	0.286471758552848
chr2	74954000	74955000	0.605042510498728	0.583502353963144	0.433808868703272	0.380159947940718	0.377392898888691	0.310100528757511
chr2	74955000	74956000	0.575284423773268	0.553518666638631	0.40031225030159	0.422045468298128	0.319481353070949	0.292772088012525
chr2	74956000	74957000	0.608348874453193	0.616708826421565	0.418156045391564	0.406653366999771	0.368661963921194	0.362175816755576
chr2	74957000	74958000	0.825502538687449	0.637345194565504	0.466648199769077	0.383749052369446	0.369216835599099	0.40848287824069
chr2	74969000	74970000	0.743614502304961	0.889435911569001	0.559683230454481	0.573730232384717	0.506105501761324	0.364629437924093
chr2	74970000	74971000	0.65795995325929	0.73838064972545	0.496294450159577	0.445144499769474	0.410554373287334	0.344541748476856
chr2	74971000	74972000	0.520846062355352	0.645235663304438	0.470991627115215	0.343406522381717	0.260435962022518	0.263170826686405
chr2	74972000	74973000	0.443998371461573	0.485824315329445	0.356162826795236	0.279348249263205	0.209814145264962	0.228550607527355
chr2	74973000	74974000	0.554243334566383	0.483423381245544	0.365005632724609	0.329951064298861	0.243258247600085	0.219361502709392
chr2	74974000	74975000	0.621167554513649	0.511457537223115	0.43534835198972	0.292130072589639	0.25456677844659	0.228950618876415
chr2	74975000	74976000	0.60149187673127	0.552068725265403	0.458195626543625	0.317090502264509	0.300357796009909	0.243734082621321
chr2	74976000	74977000	0.584555024559487	0.572278125094619	0.479183562343008	0.333948990412845	0.324928827600382	0.279878542525249
chr2	74977000	74978000	0.635011075674023	0.585192261949336	0.480155092162684	0.354825334352086	0.369547065139317	0.370732189386521
chr2	74978000	74979000	0.546142519316097	0.523271222151904	0.455601006073817	0.32180977338531	0.348176887834603	0.408599110484218
chr2	74979000	74980000	0.504827213492691	0.491654654685314	0.355132353070578	0.352086152823218	0.348195861539624	0.409503016868591
chr2	74980000	74981000	0.507045581979195	0.51410298261652	0.357179616076737	0.371803061263207	0.332681889935763	0.417708611486141
chr2	74981000	74982000	0.527128205014315	0.495937339321071	0.316122511262334	0.399665781167663	0.326805848737097	0.399598849307118
chr2	74982000	74983000	0.444668167125289	0.476962015109713	0.273962942021067	0.39336218800409	0.258385712444747	0.297313183808
chr2	74983000	74984000	0.485170248548476	0.503850433946338	0.241794395336627	0.41494526939887	0.242875464571714	0.246771959409347
chr2	74984000	74985000	0.502046777871721	0.48174079117525	0.213999811482601	0.389820488696848	0.218003278687159	0.207653838698623
chr2	74985000	74986000	0.559693093236927	0.462433427799196	0.232726254256885	0.408331614255999	0.224489904209804	0.201694928060887
chr2	74986000	74987000	0.599804040919623	0.459187507801467	0.289051367688585	0.423648875512308	0.227138647691267	0.202836695679816
chr2	74987000	74988000	0.697464567378559	0.47176476147607	0.383460996129186	0.428940781730069	0.311212977427601	0.218081696506341
chr2	74988000	74989000	0.599648934994821	0.342175092438446	0.364727384208028	0.341424983713624	0.254061907977679	0.175058851445668
chr2	74989000	74990000	0.535240956117133	0.267999236801124	0.355783754431463	0.280111468295839	0.240040439268794	0.141438888824497
chr2	74990000	74991000	0.430986945309635	0.250074811687222	0.315871807646301	0.223173536251001	0.224083644938802	0.110963029628383
chr2	74991000	74992000	0.40299117573013	0.261738594106507	0.30600001286525	0.228590921007479	0.230861621618356	0.104438961536254
chr2	74992000	74993000	0.414997803442209	0.304396923609286	0.253619115612212	0.289943801842478	0.253437584222483	0.103313610249423
chr2	74993000	74994000	0.505579962061025	0.350355354156924	0.322836166079243	0.331262797515666	0.320337081611396	0.113144693630804
chr2	74994000	74995000	0.474035050614699	0.304330293030634	0.307396886556694	0.391291869203103	0.339213655030598	0.136937641487922
chr2	74995000	74996000	0.470689289413545	0.303426591973777	0.322093755714904	0.376006936891949	0.318029230512597	0.131363136056236
chr2	74996000	74997000	0.444122933203702	0.29942378765452	0.360453384756173	0.381317436167474	0.321410776003862	0.144601368545957
chr2	74997000	74998000	0.345655167097712	0.217440151544907	0.344799442123549	0.300474284707224	0.243896902416766	0.169423689577076
chr2	74998000	74999000	0.323130531650159	0.209397163545847	0.331526941643258	0.301296575190663	0.186622638193589	0.241724403793974
chr2	74999000	75000000	0.438596309183032	0.273011760281932	0.35460186767567	0.274183080712301	0.180616734514182	0.23948875405236
chr2	75000000	75001000	0.526390362011823	0.272519757638721	0.362205252469148	0.284955619438018	0.199981633733375	0.25304263138786
chr2	75001000	75002000	0.560055818230804	0.261572626201849	0.356446958759027	0.216408436592413	0.197806141326853	0.249807151139469
chr2	75002000	75003000	0.653926767722722	0.374520094427114	0.497424299268273	0.320028676208226	0.288183357196675	0.293540636747451
chr2	75003000	75004000	0.590238520614003	0.375881844109146	0.486078063776541	0.305210519194127	0.340151680186637	0.24241891645295
chr2	75004000	75005000	0.530296739148174	0.445577649913734	0.52384606172224	0.302520623214503	0.418815806060884	0.278205404330343
chr2	75005000	75006000	0.569965859512347	0.450277540053772	0.537324397929673	0.345282975047827	0.44341696722187	0.339165874434552
chr2	75006000	75007000	0.622257315500265	0.49492186544992	0.508243434882497	0.37665617792732	0.472003627308493	0.422882679992693
chr2	75007000	75008000	0.547022107557755	0.47957665075359	0.418483580741419	0.327215952101994	0.411579723458233	0.412355006935991
chr2	75008000	75009000	0.590411987828714	0.538218240181489	0.475212047405154	0.343875383860032	0.395563030044391	0.43681919923608
chr2	75009000	75010000	0.615517973778908	0.473246651441688	0.454949440405908	0.339719394517354	0.354889699859724	0.393224991770953
chr2	75010000	75011000	0.498592306598592	0.533320220315162	0.478190425730693	0.364195391808793	0.324361326082941	0.365462802915647
chr2	75011000	75012000	0.430230366034814	0.452033225688624	0.470725781018585	0.359132506486883	0.294148819112727	0.295328674117949
chr2	75012000	75013000	0.375036126395518	0.356878852757453	0.456057622011277	0.281470468207791	0.261192845363449	0.243466592007296
chr2	75013000	75014000	0.490421747082985	0.452514589603797	0.49816990383646	0.307658282574192	0.271216906214063	0.212783006201973
chr2	75014000	75015000	0.567844268537182	0.478186982812971	0.469732590539261	0.346154410900405	0.260951817897802	0.209900435999937
chr2	75015000	75016000	0.648941822308599	0.490734546362182	0.481155343960038	0.361485189725452	0.318471497125002	0.200639918682962
chr2	75016000	75017000	0.691000582136465	0.546079829591354	0.549057994420251	0.382484284423482	0.345889762287272	0.206193671371064
chr2	75017000	75018000	0.713044448291751	0.563922480890607	0.548043904691186	0.399948824920414	0.374007521812134	0.205961384095768
chr2	75018000	75019000	0.593373115575382	0.409188017227639	0.506109298270656	0.329517912784714	0.387793759715408	0.17424333094502
chr2	75019000	75020000	0.563596230520941	0.400747261056069	0.625794909831579	0.336003194494138	0.42669042042803	0.256079075932094
