chr	start	end	wt_120h_CHiC_d9	wt_144h_CHiC_d9	wt_168h_CHiC_d9	wt_48h_CHiC_d9	wt_72h_CHiC_d9	wt_96h_CHiC_d9
chr2	75095000	75096000	0.88346583063806	0.911314142929515	0.875006352518707	0.311972040002076	0.589812575423084	0.864284890380301
chr2	75096000	75097000	0.800343324643378	0.818729111392754	0.721103596576854	0.324172802849715	0.64348813357415	0.833837506192102
chr2	75097000	75098000	0.782164266144803	0.801860469636956	0.62362218859178	0.33222727866686	0.667025828998283	0.917477701915419
chr2	75098000	75099000	0.781835190121387	0.801571499420017	0.457556224167083	0.315345854086814	0.515712433715227	0.778029581897745
chr2	75099000	75100000	0.767238450363173	0.730462953342698	0.498407117576506	0.419585203011639	0.469951563221403	0.681185896533777
chr2	75100000	75101000	0.789902273011295	0.769100444189039	0.539676085692004	0.487375111194814	0.565767810231365	0.705433250248449
chr2	75101000	75102000	0.765093237472993	0.655831644801533	0.573193336056894	0.487378925678214	0.447027184131666	0.764447600578345
chr2	75102000	75103000	0.536329314271449	0.617652225659523	0.54216775278847	0.486355948441915	0.335911553998657	0.807069344351909
chr2	75103000	75104000	0.478300898584659	0.594333769356136	0.482970989731612	0.528517566484112	0.435415089055126	0.849456311493228
chr2	75104000	75105000	0.453522367615094	0.634858227993577	0.378321190999139	0.485047210351287	0.358361804319572	0.951998627111521
chr2	75105000	75106000	0.518029271680897	0.622473053757725	0.353537806136197	0.406908153367989	0.327979655667723	0.931621836212462
chr2	75106000	75107000	0.527639334747254	0.730581051508312	0.330319893014421	0.335372915963104	0.41429005052436	0.894206988399465
chr2	75107000	75108000	0.560152135495889	0.727760767692801	0.29798434978547	0.266540890938719	0.487297570337593	0.759425981957601
chr2	75108000	75109000	0.666299865421068	0.643639485648012	0.321439212523169	0.221199810387317	0.471135368974297	0.663183984703293
chr2	75109000	75110000	0.546487589489867	0.651947757201883	0.466132715429744	0.24536196233559	0.570742134028745	0.599603411073421
chr2	75110000	75111000	0.524347367242095	0.551164789431478	0.496290564475007	0.282327564283413	0.568305137886727	0.577731203333385
chr2	75111000	75112000	0.617812006805549	0.502942165751855	0.60872677572043	0.307064819176733	0.558877434766222	0.566873167129807
chr2	75112000	75113000	0.562300004007122	0.459409719986306	0.742892701271283	0.310058809585889	0.501090744826314	0.526347320062597
chr2	75113000	75114000	0.498628795150213	0.476718899540076	0.824939453532855	0.297894810109663	0.455522186911874	0.490196478497755
chr2	75114000	75115000	0.599454225833372	0.497001729338754	0.891049343900952	0.231254370077927	0.364483629320531	0.530538045892818
chr2	75115000	75116000	0.647358118747737	0.469803308512177	0.97490685564955	0.209862989667409	0.325141441358175	0.605149186096588
chr2	75116000	75117000	0.60727242235996	0.52591678060566	1.03274751444227	0.257368442813551	0.423780955429911	0.650119448957081
chr2	75117000	75118000	0.764665409227476	0.656922903514705	0.972400007395125	0.305697626898998	0.544378035117459	0.754522710751061
chr2	75118000	75119000	0.762338298626201	0.71217073699333	0.986743205258595	0.501617866990336	0.561623383114654	0.954418390071795
chr2	75119000	75120000	0.834783710027069	0.713932515718442	0.952222290578939	0.658629465926951	0.747961161329314	0.966077564287858
chr2	75120000	75121000	0.963494667515826	0.775873921960132	1.02296792990706	0.768177349904157	1.01582697604943	0.984481121389679
chr2	75121000	75122000	1.08594617677614	0.680906837278087	0.920070158379555	0.792708788633612	0.952651639453898	0.922132975834702
chr2	75122000	75123000	0.978373466149934	0.647869994664952	0.856956060088026	0.815407190956066	0.848797542320334	0.849609672978823
chr2	75123000	75124000	1.17892950954909	0.589602575504953	0.837509851097471	0.651784586603933	0.948195489028194	0.721240262867015
chr2	75124000	75125000	1.10173882889844	0.606484696547371	0.766681764832463	0.503435658251751	0.889683498723787	0.77773104923422
chr2	75125000	75126000	1.0068371949275	0.711965676090653	0.766269037238868	0.601463145841453	0.658732155568875	0.889070212953289
